ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	EDITID
67389	Tagalog	?	lake		lawa	l a w a	R V W V	l a w a	L A W A	1	483	lake:1860	1860
35780	TagalogAnthonydelaPaz	?	lake		lawa	l a w a	R V W V	l a w a	L A W A	1	483	lake:1860	1860
22501	TahitianModern	?	lake		roto	r o t o	R V T V	r o t o	R U T U	6	485	lake:1869	1869
24935	Tikopia	?	lake		roto	r o t o	R V T V	r o t o	R U T U	6	485	lake:1869	1869
6942	Tongan	?	lake		ano	a n o	V N V	a n o	A N U	1	483	lake:1860	1860
17539	Tuamotu	?	lake		roto	r o t o	R V T V	r o t o	R U T U	6	485	lake:1869	1869
17540	Tuamotu	?	lake		rano	r a n o	R V N V	r a n o	R A N U	1	483	lake:1860	1860
46031	UveaEast	?	lake		namo	n a m o	N V M V	n a m o	N A M U	7	486	lake:1860	1860
46032	UveaEast	?	lake		ano	a n o	V N V	a n o	A N U	1	483	lake:1860	1860
25620	WesternBukidnonManobo	?	lake		ranew	r a n e w	R V N V W	r a n e w	R A N E W	1	483	lake:1860	1860
1042	Anuta	?	leaf		rau	r au	R V	r a	R A	1	487	leaf:1870	1870
51556	BanjareseMalay	?	leaf		daun	d au n	T V N	d a n	T A N	1	487	leaf:1871	1871
38941	Carolinian	?	leaf		schee	s c h ee	S K H V	s T h e	S C H E	1	487	leaf:1872	1872
62259	Cebuano	?	leaf		dahon	d a h o n	T V H V N	d a h o n	T A H U N	1	487	leaf:1871	1871
38835	Chuukese	?	leaf		chee	c h ee	K H V	T h e	C H E	1	487	leaf:1872	1872
63482	ChuukeseAKATrukese	?	leaf		chee	c h ee	K H V	T h e	C H E	1	487	leaf:1872	1872
52197	DayakNgaju	?	leaf		dawen	d a w e n	T V W V N	d a w e n	T A W E N	1	487	leaf:1871	1871
7843	EastSumbaneseKamberaSoutherndialect	?	leaf		rau	r au	R V	r a	R A	1	487	leaf:1870	1870
9955	EastSumbaneseUmbuRatuNggaidialect	?	leaf		ru	r u	R V	r u	R Y	1	487	leaf:1870	1870
19363	FutunaEast	?	leaf		lau	l au	R V	l a	L A	1	487	leaf:1870	1870
33743	Imorod	?	leaf		vohong	v o h o n g	W V H V N K	v o h o n g	B U H U N K	18	488	leaf:1871	1871
20404	Indonesian	?	leaf		daun	d au n	T V N	d a n	T A N	1	487	leaf:1871	1871
26111	Iraralay	?	leaf		vohong	v o h o n g	W V H V N K	v o h o n g	B U H U N K	18	488	leaf:1871	1871
46352	Isamorong	?	leaf		vohong	v o h o n g	W V H V N K	v o h o n g	B U H U N K	18	488	leaf:1871	1871
28175	Itbayat	?	leaf		voxong	v o x o n g	W V K V N K	v o x o n g	B U G U N K	18	488	leaf:1871	1871
36786	Itbayaten	?	leaf		vuǥung	v u ǥ u n g	W V K V N K	v u x u n g	B Y K Y N K	18	488	leaf:1871	1871
19577	Ivasay	?	leaf		vohong	v o h o n g	W V H V N K	v o h o n g	B U H U N K	18	488	leaf:1871	1871
26524	Katingan	?	leaf		dawɛn	d a w ɛ n	T V W V N	d a w E n	T A W E N	1	487	leaf:1871	1871
3074	Lakalai	?	leaf		galalau	g a l a l au	K V R V R V	g a l a l a	K A L A L A	1	487	leaf:1888	1888
39317	Luangiua	?	leaf		lau	l au	R V	l a	L A	1	487	leaf:1870	1870
32065	MalayBahasaIndonesia	?	leaf		daun	d au n	T V N	d a n	T A N	1	487	leaf:1871	1871
60882	Maori	?	leaf		rau	r au	R V	r a	R A	1	487	leaf:1870	1870
15349	Marquesan	?	leaf		au	au	V	a	A	1	487	leaf:1870	1870
33177	Minangkabau	?	leaf		daun	d au n	T V N	d a n	T A N	1	487	leaf:1871	1871
47321	NakanaiBilekiDialect	?	leaf		gala|lau	g a l a| l au	K V R V R V	g a l a l a	K A L A L A	1	487	leaf:1888	1888
66604	Niue	?	leaf		au	au	V	a	A	1	487	leaf:1870	1870
26184	Ogan	?	leaf		daun	d au n	T V N	d a n	T A N	1	487	leaf:1871	1871
48570	Penrhyn	?	leaf		rau	r au	R V	r a	R A	1	487	leaf:1870	1870
43593	RapanuiEasterIsland	?	leaf		raupa	r au p a	R V P V	r a p a	R A P A	1	487	leaf:1870	1870
48491	Rarotongan	?	leaf		rau	r au	R V	r a	R A	1	487	leaf:1870	1870
57149	Rennellese	?	leaf		gau	g au	K V	g a	K A	1	487	leaf:1870	1870
2985	Rurutuan	?	leaf		rauʔere	r au ʔ e r e	R V H V R V	r a 7 e r e	R A H E R E	1	487	leaf:1901	1901
53111	Samoan	?	leaf		lau	l au	R V	l a	L A	1	487	leaf:1870	1870
10483	Sikaiana	?	leaf		lau	l au	R V	l a	L A	1	487	leaf:1870	1870
54514	Surigaonon	?	leaf		dahon	d a h o n	T V H V N	d a h o n	T A H U N	1	487	leaf:1871	1871
21179	Tagalog	?	leaf		dahon	d a h o n	T V H V N	d a h o n	T A H U N	1	487	leaf:1871	1871
42704	TagalogAnthonydelaPaz	?	leaf		dahon	d a h o n	T V H V N	d a h o n	T A H U N	1	487	leaf:1871	1871
55163	TahitianModern	?	leaf		rauere	r aue r e	R V R V	r a r e	R A R E	1	487	leaf:1901	1901
51435	Tikopia	?	leaf		rau	r au	R V	r a	R A	1	487	leaf:1870	1870
28712	Tongan	?	leaf		lou	l ou	R V	l o	L U	1	487	leaf:1909	1909
28868	Tuamotu	?	leaf		rau	r au	R V	r a	R A	1	487	leaf:1870	1870
25363	UveaEast	?	leaf		lau	l au	R V	l a	L A	1	487	leaf:1870	1870
21566	WesternBukidnonManobo	?	leaf		dahun	d a h u n	T V H V N	d a h u n	T A H Y N	1	487	leaf:1871	1871
22937	Woleai	?	leaf		sheo	s h eo	S H V	s h e	S H E	1	487	leaf:1872	1872
25190	Yami	?	leaf		vohong	v o h o n g	W V H V N K	v o h o n g	B U H U N K	18	488	leaf:1871	1871
54119	Anuta	?	left		tema	t e m a	T V M V	t e m a	T E M A	11	490	left:1910	1910
53379	BanjareseMalay	?	left		kiwa	k i w a	K V W V	k i w a	K I W A	27	498	left:1911	1911
49944	Cebuano	?	left		wala	w a l a	W V R V	w a l a	W A L A	25	496	left:1911	1911
51712	ChuukeseAKATrukese	?	left		mmeeŋ	mm ee ŋ	M V N	m e N	M E N	13	491	left:1913	1913
15251	DayakNgaju	?	left		sambil	s a m b i l	S V M P V R	s a m b i l	S A M P I L	23	494	left:1914	1914
51919	EastSumbaneseKamberaSoutherndialect	?	left		kalei	k a l ei	K V R V	k a l e	K A L E	5	501	left:1911	1911
61619	FutunaEast	?	left		sema	s e m a	S V M V	s e m a	S E M A	11	490	left:1910	1910
59548	Imorod	?	left		ozi	o z i	V S V	o z i	U S I	26	497	left:1917	1917
41498	Indonesian	?	left		kiri	k i r i	K V R V	k i r i	K I R I	1	489	left:1917	1917
58500	Iraralay	?	left		wozi	w o z i	W V S V	w o z i	W U S I	26	497	left:1917	1917
3841	Isamorong	?	left		holi	h o l i	H V R V	h o l i	H U L I	26	497	left:1917	1917
20220	Itbayat	?	left		gori	g o r i	K V R V	g o r i	K U R I	26	497	left:1917	1917
47122	Itbayaten	?	left		guriq	g u r i q	K V R V K	g u r i q	K Y R I K	26	497	left:1917	1917
27489	Ivasay	?	left		holi	h o l i	H V R V	h o l i	H U L I	26	497	left:1917	1917
42917	Katingan	?	left		sambil	s a m b i l	S V M P V R	s a m b i l	S A M P I L	23	494	left:1914	1914
7492	Lakalai	?	left		meru	m e r u	M V R V	m e r u	M E R Y	18	492	left:1910	1910
56692	MalayBahasaIndonesia	?	left		kiri	k i r i	K V R V	k i r i	K I R I	1	489	left:1917	1917
38232	Maori	?	left		mauii	m auii	M V	m a	M A	1	489	left:1927	1927
25674	Marquesan	?	left		akeake	a k ea k e	V K V K V	a k e k e	A K E K E	21	493	left:1928	1928
53325	Minangkabau	?	left		kida	k i d a	K V T V	k i d a	K I T A	28	499	left:1911	1911
10421	NakanaiBilekiDialect	?	left		meru	m e r u	M V R V	m e r u	M E R Y	18	492	left:1910	1910
55792	Niue	?	left		hema	h e m a	H V M V	h e m a	H E M A	11	490	left:1910	1910
50442	Ogan	?	left		kiri	k i r i	K V R V	k i r i	K I R I	1	489	left:1917	1917
5375	Penrhyn	?	left		kauii	k auii	K V	k a	K A	1	489	left:1927	1927
43608	RapanuiEasterIsland	?	left		maui	m aui	M V	m a	M A	1	489	left:1934	1934
58070	Rarotongan	?	left		maui	m aui	M V	m a	M A	1	489	left:1934	1934
53913	Rennellese	?	left		sema	s e m a	S V M V	s e m a	S E M A	11	490	left:1910	1910
17208	Rurutuan	?	left		ʔaui	ʔ aui	H V	7 a	H A	1	489	left:1934	1934
31037	Samoan	?	left		tauaŋavale	t aua ŋ a v a l e	T V N V W V R V	t a N a v a l e	T A N A B A L E	31	500	left:1928	1928
54158	Surigaonon	?	left		waya	w aya	W V	w a	W A	25	496	left:1939	1939
13806	Tagalog	?	left		kaliwa	k a l i w a	K V R V W V	k a l i w a	K A L I W A	25	496	left:1911	1911
42650	TagalogAnthonydelaPaz	?	left		kaliwa	k a l i w a	K V R V W V	k a l i w a	K A L I W A	25	496	left:1911	1911
25207	TahitianModern	?	left		aui	aui	V	a	A	1	489	left:1934	1934
58323	Tikopia	?	left		sema	s e m a	S V M V	s e m a	S E M A	11	490	left:1910	1910
28082	Tongan	?	left		hema	h e m a	H V M V	h e m a	H E M A	11	490	left:1910	1910
17373	Tuamotu	?	left		hema	h e m a	H V M V	h e m a	H E M A	11	490	left:1910	1910
62272	UveaEast	?	left		hema	h e m a	H V M V	h e m a	H E M A	11	490	left:1910	1910
42313	WesternBukidnonManobo	?	left		givaŋ	g i v a ŋ	K V W V N	g i v a N	K I B A N	24	495	left:1947	1947
29134	Yami	?	left		ozi	o z i	V S V	o z i	U S I	26	497	left:1917	1917
18736	Anuta	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
18737	Anuta	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
61176	BanjareseMalay	?	leg/foot		batis	b a t i s	P V T V S	b a t i s	P A T I S	23	508	leg/foot:1949	1949
47879	Carolinian	?	leg/foot		pesche	p e s c h e	P V S K H V	p e s T h e	P E S C H E	15	505	leg/foot:1950	1950
16578	Cebuano	?	leg/foot		tiil	t ii l	T V R	t i l	T I L	10	503	leg/foot:1951	1951
42455	Chuukese	?	leg/foot		peche	p e c h e	P V K H V	p e T h e	P E C H E	15	505	leg/foot:1950	1950
56512	ChuukeseAKATrukese	?	leg/foot		pechee	p e c h ee	P V K H V	p e T h e	P E C H E	15	505	leg/foot:1950	1950
24366	DayakNgaju	?	leg/foot		pai	p ai	P V	p a	P A	22	507	leg/foot:1954	1954
27895	EastSumbaneseKamberaSoutherndialect	?	leg/foot		witi	w i t i	W V T V	w i t i	W I T I	5	512	leg/foot:1949	1949
28373	FutunaEast	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
28374	FutunaEast	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
538	Imorod	?	leg/foot		ayi	ayi	V	a	A	1	502	leg/foot:1957	1957
12278	Indonesian	?	leg/foot		kaki	k a k i	K V K V	k a k i	K A K I	1	502	leg/foot:1949	1949
36797	Iraralay	?	leg/foot		ayi	ayi	V	a	A	1	502	leg/foot:1957	1957
21287	Isamorong	?	leg/foot		padang	p a d a n g	P V T V N K	p a d a n g	P A T A N K	26	510	leg/foot:1960	1960
59486	Itbayat	?	leg/foot		ayi	ayi	V	a	A	1	502	leg/foot:1957	1957
54432	Itbayaten	?	leg/foot		qayiq	q ayi q	K V K	q a q	K A K	1	502	leg/foot:1957	1957
47294	Ivasay	?	leg/foot		padang	p a d a n g	P V T V N K	p a d a n g	P A T A N K	26	510	leg/foot:1960	1960
47295	Ivasay	?	leg/foot		kokod	k o k o d	K V K V T	k o k o d	K U K U T	65	513	leg/foot:1991	1991
26651	Katingan	?	leg/foot		paiʔ	p ai ʔ	P V H	p a 7	P A H	22	507	leg/foot:1954	1954
33070	Lakalai	?	leg/foot		vaha	v a h a	W V H V	v a h a	B A H A	20	506	leg/foot:1960	1960
40930	Luangiua	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
40931	Luangiua	?	leg/foot		kapuae	k a p uae	K V P V	k a p u	K A P Y	12	504	leg/foot:1992	1992
40932	Luangiua	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
57479	MalayBahasaIndonesia	?	leg/foot		kaki	k a k i	K V K V	k a k i	K A K I	1	502	leg/foot:1949	1949
12836	Maori	?	leg/foot		waewae	w ae w ae	W V W V	w a w a	W A W A	31	511	leg/foot:1968	1968
12837	Maori	?	leg/foot		waewae	w ae w ae	W V W V	w a w a	W A W A	1	502	leg/foot:1968	1968
12537	Marquesan	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
12538	Marquesan	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
44848	NakanaiBilekiDialect	?	leg/foot		vaha	v a h a	W V H V	v a h a	B A H A	20	506	leg/foot:1960	1960
52272	Niue	?	leg/foot		vee	v ee	W V	v e	B E	31	511	leg/foot:1948	1948
52273	Niue	?	leg/foot		vee	v ee	W V	v e	B E	1	502	leg/foot:1948	1948
39347	Penrhyn	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
39348	Penrhyn	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
44268	RapanuiEasterIsland	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
44269	RapanuiEasterIsland	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
9855	Rarotongan	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
9856	Rarotongan	?	leg/foot		tapuae	t a p uae	T V P V	t a p u	T A P Y	12	504	leg/foot:1992	1992
9857	Rarotongan	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
6548	Rennellese	?	leg/foot		bae	b ae	P V	b a	P A	31	511	leg/foot:1948	1948
6549	Rennellese	?	leg/foot		bae	b ae	P V	b a	P A	1	502	leg/foot:1948	1948
20708	Rurutuan	?	leg/foot		ʔaavae	ʔ aa v ae	H V W V	7 a v a	H A B A	31	511	leg/foot:1948	1948
20709	Rurutuan	?	leg/foot		ʔaavae	ʔ aa v ae	H V W V	7 a v a	H A B A	1	502	leg/foot:1948	1948
55185	Samoan	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
55186	Samoan	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
42812	Sikaiana	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
42813	Sikaiana	?	leg/foot		tapuae	t a p uae	T V P V	t a p u	T A P Y	12	504	leg/foot:1992	1992
42814	Sikaiana	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
3211	Surigaonon	?	leg/foot		siki	s i k i	S V K V	s i k i	S I K I	24	509	leg/foot:1949	1949
13798	Tagalog	?	leg/foot		paqa	p a q a	P V K V	p a q a	P A K A	20	506	leg/foot:1960	1960
34795	TahitianModern	?	leg/foot		aavae	aa v ae	V W V	a v a	A B A	31	511	leg/foot:1948	1948
34796	TahitianModern	?	leg/foot		aavae	aa v ae	V W V	a v a	A B A	1	502	leg/foot:1948	1948
53707	Tikopia	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
53708	Tikopia	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
32119	Tongan	?	leg/foot		vaʔe	v a ʔ e	W V H V	v a 7 e	B A H E	31	511	leg/foot:1960	1960
32120	Tongan	?	leg/foot		vaʔe	v a ʔ e	W V H V	v a 7 e	B A H E	1	502	leg/foot:1960	1960
5403	Tuamotu	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
5404	Tuamotu	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
33236	UveaEast	?	leg/foot		vae	v ae	W V	v a	B A	31	511	leg/foot:1948	1948
33237	UveaEast	?	leg/foot		vae	v ae	W V	v a	B A	1	502	leg/foot:1948	1948
39146	WesternBukidnonManobo	?	leg/foot		paqa	p a q a	P V K V	p a q a	P A K A	20	506	leg/foot:1960	1960
13839	Woleai	?	leg/foot		pesheɛ	p e s h eɛ	P V S H V	p e s h e	P E S H E	15	505	leg/foot:1950	1950
56895	Yami	?	leg/foot		ai	ai	V	a	A	1	502	leg/foot:1954	1954
8889	Anuta	?	lightning		kakamo	k a k a m o	K V K V M V	k a k a m o	K A K A M U	36	520	lightning:1993	1993
52554	BanjareseMalay	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
34135	Carolinian	?	lightning		werewer	w e r e w e r	W V R V W V R	w e r e w e r	W E R E W E R	11	516	lightning:1995	1995
34136	Carolinian	?	lightning		fiiwer	f ii w e r	P V W V R	f i w e r	B I W E R	10	515	lightning:1995	1995
11995	Cebuano	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
43944	Chuukese	?	lightning		fiifi	f ii f i	P V P V	f i f i	B I B I	10	515	lightning:1997	1997
47320	ChuukeseAKATrukese	?	lightning		fi	f i	P V	f i	B I	10	515	lightning:1997	1997
18907	DayakNgaju	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
56275	EastSumbaneseKamberaSoutherndialect	?	lightning		kabilak	k a b i l a k	K V P V R V K	k a b i l a k	K A P I L A K	6	521	lightning:1993	1993
3241	EastSumbaneseUmbuRatuNggaidialect	?	lightning		kabala	k a b a l a	K V P V R V	k a b a l a	K A P A L A	6	521	lightning:1993	1993
43730	FutunaEast	?	lightning		uila	ui l a	V R V	u l a	Y L A	2	518	lightning:2002	2002
54673	Imorod	?	lightning		cilat	c i l a t	K V R V T	T i l a t	C I L A T	1	514	lightning:1993	1993
60820	Indonesian	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
60644	Iraralay	?	lightning		cilat	c i l a t	K V R V T	T i l a t	C I L A T	1	514	lightning:1993	1993
24883	Isamorong	?	lightning		cidat	c i d a t	K V T V T	T i d a t	C I T A T	1	514	lightning:1993	1993
54149	Itbayat	?	lightning		cilat	c i l a t	K V R V T	T i l a t	C I L A T	1	514	lightning:1993	1993
38248	Itbayaten	?	lightning		cilat	c i l a t	K V R V T	T i l a t	C I L A T	1	514	lightning:1993	1993
12033	Ivasay	?	lightning		cidat	c i d a t	K V T V T	T i d a t	C I T A T	1	514	lightning:1993	1993
15905	Katingan	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
34518	Lakalai	?	lightning		meme	m e m e	M V M V	m e m e	M E M E	27	519	lightning:2011	2011
34519	Lakalai	?	lightning		sima	s i m a	S V M V	s i m a	S I M A	15	517	lightning:1993	1993
32358	Luangiua	?	lightning		uila	ui l a	V R V	u l a	Y L A	2	518	lightning:2002	2002
13319	MalayBahasaIndonesia	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
30291	Maori	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
54762	Marquesan	?	lightning		uia	uia	V	u	Y	2	518	lightning:2015	2015
4299	Minangkabau	?	lightning		kileʔ	k i l e ʔ	K V R V H	k i l e 7	K I L E H	1	514	lightning:1993	1993
8210	NakanaiBilekiDialect	?	lightning		sima	s i m a	S V M V	s i m a	S I M A	15	517	lightning:1993	1993
15435	Niue	?	lightning		uhila	u h i l a	V H V R V	u h i l a	Y H I L A	2	518	lightning:1993	1993
46984	Penrhyn	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
58707	RapanuiEasterIsland	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
40012	Rarotongan	?	lightning		rapa	r a p a	R V P V	r a p a	R A P A	9	522	lightning:1993	1993
40013	Rarotongan	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
51246	Rurutuan	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
31134	Samoan	?	lightning		uila	ui l a	V R V	u l a	Y L A	2	518	lightning:2002	2002
47198	Sikaiana	?	lightning		uila	ui l a	V R V	u l a	Y L A	2	518	lightning:2002	2002
10440	Surigaonon	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
57445	Tagalog	?	lightning		kidlat	k i d l a t	K V T R V T	k i d l a t	K I T L A T	1	514	lightning:1993	1993
31479	TagalogAnthonydelaPaz	?	lightning		kidlat	k i d l a t	K V T R V T	k i d l a t	K I T L A T	1	514	lightning:1993	1993
22661	TahitianModern	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
39015	Tikopia	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
28471	Tongan	?	lightning		ʔuhila	ʔ u h i l a	H V H V R V	7 u h i l a	H Y H I L A	2	518	lightning:1993	1993
30615	Tuamotu	?	lightning		rapa	r a p a	R V P V	r a p a	R A P A	9	522	lightning:1993	1993
30616	Tuamotu	?	lightning		uira	ui r a	V R V	u r a	Y R A	2	518	lightning:2002	2002
46510	UveaEast	?	lightning		uhila	u h i l a	V H V R V	u h i l a	Y H I L A	2	518	lightning:1993	1993
64247	WesternBukidnonManobo	?	lightning		kilat	k i l a t	K V R V T	k i l a t	K I L A T	1	514	lightning:1993	1993
43802	Woleai	?	lightning		werewerɛ	w e r e w e r ɛ	W V R V W V R V	w e r e w e r E	W E R E W E R E	11	516	lightning:1995	1995
142	Yami	?	lightning		cicilat	c i c i l a t	K V K V R V T	T i T i l a t	C I C I L A T	1	514	lightning:1993	1993
24494	Anuta	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
19135	BanjareseMalay	?	liver		hati	h a t i	H V T V	h a t i	H A T I	1	523	liver:2016	2016
11925	Carolinian	?	liver		ase	a s e	V S V	a s e	A S E	1	523	liver:2016	2016
61461	Cebuano	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
28797	Chuukese	?	liver		aaya	aaya	V	a	A	1	523	liver:2020	2020
9148	ChuukeseAKATrukese	?	liver		yaaya	yaaya	V	i	Y	1	523	liver:2021	2021
21661	DayakNgaju	?	liver		atei	a t ei	V T V	a t e	A T E	1	523	liver:2016	2016
42883	EastSumbaneseKamberaSoutherndialect	?	liver		ati	a t i	V T V	a t i	A T I	1	523	liver:2016	2016
4355	EastSumbaneseUmbuRatuNggaidialect	?	liver		atu	a t u	V T V	a t u	A T Y	1	523	liver:2016	2016
19067	FutunaEast	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
65395	Imorod	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
21582	Indonesian	?	liver		hati	h a t i	H V T V	h a t i	H A T I	1	523	liver:2016	2016
17823	Iraralay	?	liver		atayi	a t ayi	V T V	a t a	A T A	1	523	liver:2016	2016
10754	Isamorong	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
67229	Itbayat	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
46808	Itbayaten	?	liver		qatay	q a t ay	K V T V	q a t a	K A T A	1	523	liver:2016	2016
48383	Ivasay	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
11844	Katingan	?	liver		atɛi	a t ɛi	V T V	a t E	A T E	1	523	liver:2016	2016
50569	Lakalai	?	liver		hate	h a t e	H V T V	h a t e	H A T E	1	523	liver:2016	2016
16635	Luangiua	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
63615	MalayBahasaIndonesia	?	liver		hati	h a t i	H V T V	h a t i	H A T I	1	523	liver:2016	2016
40333	Maori	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
2942	Marquesan	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
46741	Minangkabau	?	liver		ati	a t i	V T V	a t i	A T I	1	523	liver:2016	2016
15563	NakanaiBilekiDialect	?	liver		hate	h a t e	H V T V	h a t e	H A T E	1	523	liver:2016	2016
6992	Niue	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
56138	Ogan	?	liver		ati	a t i	V T V	a t i	A T I	1	523	liver:2016	2016
49680	Penrhyn	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
32105	RapanuiEasterIsland	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
33141	Rarotongan	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
15748	Rennellese	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
66059	Rurutuan	?	liver		ʔupaʔa	ʔ u p a ʔ a	H V P V H V	7 u p a 7 a	H Y P A H A	6	524	liver:2047	2047
66060	Rurutuan	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
65752	Samoan	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
15487	Sikaiana	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
58715	Surigaonon	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
66342	Tagalog	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
61419	TagalogAnthonydelaPaz	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
41625	TahitianModern	?	liver		upaa	u p aa	V P V	u p a	Y P A	6	524	liver:2047	2047
44473	Tikopia	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
37161	Tongan	?	liver		ʔate	ʔ a t e	H V T V	7 a t e	H A T E	1	523	liver:2016	2016
4696	Tuamotu	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
22737	UveaEast	?	liver		ate	a t e	V T V	a t e	A T E	1	523	liver:2016	2016
60579	WesternBukidnonManobo	?	liver		atey	a t ey	V T V	a t e	A T E	1	523	liver:2016	2016
67296	Woleai	?	liver		yasɛ	ya s ɛ	V S V	i s E	Y S E	1	523	liver:2059	2059
22955	Yami	?	liver		atay	a t ay	V T V	a t a	A T A	1	523	liver:2016	2016
30944	Anuta	?	long		roa	r oa	R V	r o	R U	12	526	long:2060	2060
10618	BanjareseMalay	?	long		panjang	p a n j a n g	P V N J V N K	p a n y a n g	P A N J A N K	24	528	long:2061	2061
61385	Carolinian	?	long		laalaay	l aa l aay	R V R V	l a l a	L A L A	13	527	long:2062	2062
31593	Cebuano	?	long		taʔas	t a ʔ a s	T V H V S	t a 7 a s	T A H A S	38	530	long:2061	2061
41168	Chuukese	?	long		naaney	n aa n ey	N V N V	n a n e	N A N E	13	527	long:2062	2062
32508	ChuukeseAKATrukese	?	long		aneyi	a n eyi	V N V	a n e	A N E	13	527	long:2061	2061
4874	DayakNgaju	?	long		panjang	p a n j a n g	P V N J V N K	p a n y a n g	P A N J A N K	24	528	long:2061	2061
24727	EastSumbaneseKamberaSoutherndialect	?	long		madeta	m a d e t a	M V T V T V	m a d e t a	M A T E T A	7	533	long:2067	2067
41921	EastSumbaneseUmbuRatuNggaidialect	?	long		male	m a l e	M V R V	m a l e	M A L E	5	532	long:2067	2067
59786	FutunaEast	?	long		loa	l oa	R V	l o	L U	12	526	long:2060	2060
