ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	INFOMAPID
21612	Indonesian	?	new		baru	b a r u	P V R V	b a r u	P A R Y	1	633	new:659	659
57586	Iraralay	?	new		vayo	v ayo	W V	v a	B A	1	633	new:658	658
65858	Isamorong	?	new		vayo	v ayo	W V	v a	B A	1	633	new:658	658
31796	Itbayat	?	new		vayo	v ayo	W V	v a	B A	1	633	new:658	658
56300	Itbayaten	?	new		vaqyuq	v a q yu q	W V K V K	v a q i q	B A K Y K	1	633	new:659	659
32575	Ivasay	?	new		vayo	v ayo	W V	v a	B A	1	633	new:658	658
31488	Katingan	?	new		tahɛtaʔ	t a h ɛ t a ʔ	T V H V T V H	t a h E t a 7	T A H E T A H	20	635	new:660	660
62142	Lakalai	?	new		halaba	h a l a b a	H V R V P V	h a l a b a	H A L A P A	9	637	new:661	661
14964	Luangiua	?	new		hoou	h oou	H V	h o	H U	1	633	new:658	658
29108	MalayBahasaIndonesia	?	new		baru	b a r u	P V R V	b a r u	P A R Y	1	633	new:659	659
29633	Maori	?	new		hoou	h oou	H V	h o	H U	1	633	new:658	658
34994	Marquesan	?	new		hou	h ou	H V	h o	H U	1	633	new:658	658
17311	Minangkabau	?	new		baru	b a r u	P V R V	b a r u	P A R Y	1	633	new:659	659
38094	NakanaiBilekiDialect	?	new		halaba	h a l a b a	H V R V P V	h a l a b a	H A L A P A	9	637	new:661	661
10938	Niue	?	new		foou	f oou	P V	f o	B U	1	633	new:658	658
31533	Penrhyn	?	new		hoou	h oou	H V	h o	H U	1	633	new:658	658
54940	RapanuiEasterIsland	?	new		hoou	h oou	H V	h o	H U	1	633	new:658	658
11637	Rarotongan	?	new		oou	oou	V	o	U	1	633	new:658	658
63141	Rennellese	?	new		hoou	h oou	H V	h o	H U	1	633	new:658	658
30434	Rurutuan	?	new		ʔaapii	ʔ aa p ii	H V P V	7 a p i	H A P I	7	636	new:662	662
50758	Samoan	?	new		fou	f ou	P V	f o	B U	1	633	new:658	658
26334	Sikaiana	?	new		hou	h ou	H V	h o	H U	1	633	new:658	658
35184	Surigaonon	?	new		bago	b a g o	P V K V	b a g o	P A K U	1	633	new:659	659
31047	Tagalog	?	new		bago	b a g o	P V K V	b a g o	P A K U	1	633	new:659	659
59697	TagalogAnthonydelaPaz	?	new		bago	b a g o	P V K V	b a g o	P A K U	1	633	new:659	659
5456	TahitianModern	?	new		aapii	aa p ii	V P V	a p i	A P I	7	636	new:662	662
10642	Tikopia	?	new		fou	f ou	P V	f o	B U	1	633	new:658	658
45629	Tongan	?	new		foʔou	f o ʔ ou	P V H V	f o 7 o	B U H U	1	633	new:658	658
18279	Tuamotu	?	new		hoou	h oou	H V	h o	H U	1	633	new:658	658
13852	UveaEast	?	new		foou	f oou	P V	f o	B U	1	633	new:658	658
22462	WesternBukidnonManobo	?	new		beǥu	b e ǥ u	P V K V	b e x u	P E K Y	1	633	new:659	659
1152	Woleai	?	new		ffeo	ff eo	P V	f e	B E	1	633	new:658	658
9997	Yami	?	new		vayo	v ayo	W V	v a	B A	1	633	new:658	658
62273	Anuta	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
63971	BanjareseMalay	?	night		malam	m a l a m	M V R V M	m a l a m	M A L A M	20	640	night:665	665
67163	Carolinian	?	night		bwoong	b w oo n g	P W V N K	b w o n g	P W U N K	1	638	night:667	667
50261	Cebuano	?	night		gabii	g a b ii	K V P V	g a b i	K A P I	21	641	night:668	668
34032	Chuukese	?	night		pwongu	p w o n g u	P W V N K V	p w o n g u	P W U N K Y	1	638	night:667	667
43683	ChuukeseAKATrukese	?	night		pwini	p w i n i	P W V N V	p w i n i	P W I N I	1	638	night:667	667
56030	DayakNgaju	?	night		alem	a l e m	V R V M	a l e m	A L E M	20	640	night:665	665
8395	EastSumbaneseKamberaSoutherndialect	?	night		rudung	r u d u n g	R V T V N K	r u d u n g	R Y T Y N K	7	644	night:670	670
882	EastSumbaneseUmbuRatuNggaidialect	?	night		madung	m a d u n g	M V T V N K	m a d u n g	M A T Y N K	7	644	night:670	670
18671	FutunaEast	?	night		poouli	p oou l i	P V R V	p o l i	P U L I	1	638	night:664	664
31224	Imorod	?	night		mahep	m a h e p	M V H V P	m a h e p	M A H E P	22	642	night:666	666
3824	Indonesian	?	night		malam	m a l a m	M V R V M	m a l a m	M A L A M	20	640	night:665	665
46655	Iraralay	?	night		mahep	m a h e p	M V H V P	m a h e p	M A H E P	22	642	night:666	666
65221	Itbayat	?	night		axep	a x e p	V K V P	a x e p	A G E P	22	642	night:666	666
62977	Itbayaten	?	night		qaqǥɨp	q a q ǥ ɨ p	K V K K V P	q a q x I p	K A K K I P	21	641	night:666	666
62852	Ivasay	?	night		mahep	m a h e p	M V H V P	m a h e p	M A H E P	22	642	night:666	666
20090	Katingan	?	night		hamalɛm	h a m a l ɛ m	H V M V R V M	h a m a l E m	H A M A L E M	20	640	night:665	665
66839	Lakalai	?	night		logo	l o g o	R V K V	l o g o	L U K U	11	639	night:669	669
32435	Luangiua	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
10065	MalayBahasaIndonesia	?	night		malam	m a l a m	M V R V M	m a l a m	M A L A M	20	640	night:665	665
16129	Maori	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
40443	Marquesan	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
60331	Minangkabau	?	night		malam	m a l a m	M V R V M	m a l a m	M A L A M	20	640	night:665	665
66777	NakanaiBilekiDialect	?	night		logo	l o g o	R V K V	l o g o	L U K U	11	639	night:669	669
24952	Niue	?	night		pouli	p ou l i	P V R V	p o l i	P U L I	1	638	night:664	664
34614	Ogan	?	night		malam	m a l a m	M V R V M	m a l a m	M A L A M	20	640	night:665	665
54237	Penrhyn	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
49898	RapanuiEasterIsland	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
50877	Rarotongan	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
47565	Rennellese	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
49988	Rurutuan	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
16194	Samoan	?	night		po	p o	P V	p o	P U	1	638	night:664	664
27803	Sikaiana	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
39516	Surigaonon	?	night		duyom	d uyo m	T V M	d u m	T Y M	31	643	night:671	671
61996	Tagalog	?	night		gabi	g a b i	K V P V	g a b i	K A P I	21	641	night:668	668
43650	TagalogAnthonydelaPaz	?	night		gabi	g a b i	K V P V	g a b i	K A P I	21	641	night:668	668
52274	TahitianModern	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
62270	Tikopia	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
23457	Tongan	?	night		po	p o	P V	p o	P U	1	638	night:664	664
44482	Tuamotu	?	night		poo	p oo	P V	p o	P U	1	638	night:664	664
57070	UveaEast	?	night		poouli	p oou l i	P V R V	p o l i	P U L I	1	638	night:664	664
2656	Woleai	?	night		bongɪ	b o n g ɪ	P V N K V	b o n g i	P U N K I	1	638	night:667	667
21893	Yami	?	night		mahep	m a h e p	M V H V P	m a h e p	M A H E P	22	642	night:666	666
37135	Anuta	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
45257	BanjareseMalay	?	nine		sambilan	s a m b i l a n	S V M P V R V N	s a m b i l a n	S A M P I L A N	10	645	nine:674	674
17064	Cebuano	?	nine		siam	s ia m	S V M	s i m	S I M	9	649	nine:673	673
1254	ChuukeseAKATrukese	?	nine		ttiiw	tt ii w	T V W	t i w	T I W	5	648	nine:672	672
13513	DayakNgaju	?	nine		tien	t ie n	T V N	t i n	T I N	13	646	nine:676	676
30264	FutunaEast	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
32261	Imorod	?	nine		asyam	a s ya m	V S V M	a s i m	A S Y M	9	649	nine:673	673
62942	Indonesian	?	nine		sembilan	s e m b i l a n	S V M P V R V N	s e m b i l a n	S E M P I L A N	10	645	nine:674	674
58684	Iraralay	?	nine		asiyam	a s iya m	V S V M	a s i m	A S I M	9	649	nine:673	673
22390	Isamorong	?	nine		sasiyam	s a s iya m	S V S V M	s a s i m	S A S I M	9	649	nine:673	673
60606	Itbayat	?	nine		siyam	s iya m	S V M	s i m	S I M	9	649	nine:673	673
18046	Itbayaten	?	nine		siam	s ia m	S V M	s i m	S I M	9	649	nine:673	673
46256	Ivasay	?	nine		siam	s ia m	S V M	s i m	S I M	9	649	nine:673	673
19578	Luangiua	?	nine		sivo	s i v o	S V W V	s i v o	S I B U	5	648	nine:672	672
33245	MalayBahasaIndonesia	?	nine		sembilan	s e m b i l a n	S V M P V R V N	s e m b i l a n	S E M P I L A N	10	645	nine:674	674
48739	Maori	?	nine		iwa	i w a	V W V	i w a	I W A	5	648	nine:672	672
14404	Marquesan	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
42319	Minangkabau	?	nine		sambilan	s a m b i l a n	S V M P V R V N	s a m b i l a n	S A M P I L A N	10	645	nine:674	674
53443	NakanaiBilekiDialect	?	nine		ivalasiu	i v a l a s iu	V W V R V S V	i v a l a s i	I B A L A S I	18	647	nine:675	675
21162	Niue	?	nine		hiva	h i v a	H V W V	h i v a	H I B A	5	648	nine:672	672
41226	Penrhyn	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
35004	RapanuiEasterIsland	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
31824	Rarotongan	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
15727	Rennellese	?	nine		iba	i b a	V P V	i b a	I P A	5	648	nine:672	672
20867	Rurutuan	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
11452	Samoan	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
30637	Sikaiana	?	nine		sivo	s i v o	S V W V	s i v o	S I B U	5	648	nine:672	672
59828	Surigaonon	?	nine		siyam	s iya m	S V M	s i m	S I M	9	649	nine:673	673
45564	Tagalog	?	nine		siyam	s iya m	S V M	s i m	S I M	9	649	nine:673	673
30230	TagalogAnthonydelaPaz	?	nine		siyam	s iya m	S V M	s i m	S I M	9	649	nine:673	673
27504	TahitianModern	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
55530	Tikopia	?	nine		siva	s i v a	S V W V	s i v a	S I B A	5	648	nine:672	672
42898	Tongan	?	nine		hiva	h i v a	H V W V	h i v a	H I B A	5	648	nine:672	672
50941	Tuamotu	?	nine		iva	i v a	V W V	i v a	I B A	5	648	nine:672	672
11776	UveaEast	?	nine		hiva	h i v a	H V W V	h i v a	H I B A	5	648	nine:672	672
5682	Carolinian	?	no,not		se	s e	S V	s e	S E	4	661	no,not:678	678
5683	Carolinian	?	no,not		saabw	s aa b w	S V P W	s a b w	S A P W	14	655	no,not:683	683
43391	Chuukese	?	no,not		se	s e	S V	s e	S E	4	661	no,not:678	678
43392	Chuukese	?	no,not		aawp	aa w p	V W P	a w p	A W P	14	655	no,not:691	691
65490	ChuukeseAKATrukese	?	no,not		sa	s a	S V	s a	S A	4	661	no,not:683	683
65491	ChuukeseAKATrukese	?	no,not		aapw	aa p w	V P W	a p w	A P W	14	655	no,not:683	683
39822	DayakNgaju	?	no,not		jia	j ia	J V	y i	J I	4	661	no,not:693	693
39823	DayakNgaju	?	no,not		dia	d ia	T V	d i	T I	2	657	no,not:677	677
46215	EastSumbaneseKamberaSoutherndialect	?	no,not		ndia	n d ia	N T V	n d i	N T I	2	657	no,not:688	688
28247	EastSumbaneseUmbuRatuNggaidialect	?	no,not		nda	n d a	N T V	n d a	N T A	2	657	no,not:688	688
62611	FutunaEast	?	no,not		see	s ee	S V	s e	S E	13	654	no,not:678	678
62612	FutunaEast	?	no,not		lee/ai	l ee ai	R V V	l e a	L E A	10	651	no,not:686	686
50850	Imorod	?	no,not		beken	b e k e n	P V K V N	b e k e n	P E K E N	26	658	no,not:682	682
50851	Imorod	?	no,not		ji	j i	J V	y i	J I	45	663	no,not:677	677
3439	Indonesian	?	no,not		tidak	t i d a k	T V T V K	t i d a k	T I T A K	68	665	no,not:679	679
3440	Indonesian	?	no,not		bukan	b u k a n	P V K V N	b u k a n	P Y K A N	26	658	no,not:682	682
53169	Iraralay	?	no,not		beken	b e k e n	P V K V N	b e k e n	P E K E N	26	658	no,not:682	682
53170	Iraralay	?	no,not		ji	j i	J V	y i	J I	45	663	no,not:677	677
6927	Isamorong	?	no,not		omba	o m b a	V M P V	o m b a	U M P A	27	659	no,not:694	694
58772	Itbayat	?	no,not		di	d i	T V	d i	T I	2	657	no,not:677	677
58773	Itbayat	?	no,not		alih	a l i h	V R V H	a l i h	A L I H	1	650	no,not:687	687
58774	Itbayat	?	no,not		enggang	e n gg a n g	V N K V N K	e n g a n g	E N K A N K	27	659	no,not:685	685
26420	Itbayaten	?	no,not		qalih	q a l i h	K V R V H	q a l i h	K A L I H	1	650	no,not:687	687
45194	Ivasay	?	no,not		ongga	o n gg a	V N K V	o n g a	U N K A	27	659	no,not:685	685
22908	Katingan	?	no,not		diaʔ	d ia ʔ	T V H	d i 7	T I H	2	657	no,not:677	677
41995	Lakalai	?	no,not		ka	k a	K V	k a	K A	19	656	no,not:681	681
6667	Luangiua	?	no,not		he	h e	H V	h e	H E	13	654	no,not:678	678
45977	MalayBahasaIndonesia	?	no,not		tidak	t i d a k	T V T V K	t i d a k	T I T A K	68	665	no,not:679	679
40629	Maori	?	no,not		kaahore	k aa h o r e	K V H V R V	k a h o r e	K A H U R E	11	652	no,not:680	680
52427	Marquesan	?	no,not		tee	t ee	T V	t e	T E	13	654	no,not:677	677
52428	Marquesan	?	no,not		ieai	ieai	V	i	I	10	651	no,not:692	692
20302	Minangkabau	?	no,not		indaʔ	i n d a ʔ	V N T V H	i n d a 7	I N T A H	27	659	no,not:679	679
10422	NakanaiBilekiDialect	?	no,not		kama	k a m a	K V M V	k a m a	K A M A	19	656	no,not:681	681
10423	NakanaiBilekiDialect	?	no,not		ouka	ou k a	V K V	o k a	U K A	49	664	no,not:681	681
18765	Ogan	?	no,not		deʔdə	d e ʔ d ə	T V H T V	d e 7 d I	T E H T E	2	657	no,not:689	689
6143	Penrhyn	?	no,not		care	c a r e	K V R V	T a r e	C A R E	11	652	no,not:680	680
5704	RapanuiEasterIsland	?	no,not		tae	t ae	T V	t a	T A	13	654	no,not:677	677
5705	RapanuiEasterIsland	?	no,not		kai	k ai	K V	k a	K A	10	651	no,not:681	681
44172	Rarotongan	?	no,not		auraka	au r a k a	V R V K V	a r a k a	A R A K A	12	653	no,not:680	680
44173	Rarotongan	?	no,not		kaaore	k aao r e	K V R V	k a r e	K A R E	11	652	no,not:680	680
45047	Rennellese	?	no,not		siʔai	s i ʔ ai	S V H V	s i 7 a	S I H A	10	651	no,not:684	684
60352	Rurutuan	?	no,not		ʔaore	ʔ ao r e	H V R V	7 a r e	H A R E	11	652	no,not:680	680
21970	Samoan	?	no,not		leai	l eai	R V	l e	L E	10	651	no,not:686	686
59081	Sikaiana	?	no,not		heai	h eai	H V	h e	H E	10	651	no,not:678	678
50106	Surigaonon	?	no,not		dili	d i l i	T V R V	d i l i	T I L I	2	657	no,not:677	677
22767	Tagalog	?	no,not		hindiq	h i n d i q	H V N T V K	h i n d i q	H I N T I K	2	657	no,not:679	679
22768	Tagalog	?	no,not		hindi	h i n d i	H V N T V	h i n d i	H I N T I	44	662	no,not:679	679
17839	TagalogAnthonydelaPaz	?	no,not		hindi	h i n d i	H V N T V	h i n d i	H I N T I	44	662	no,not:679	679
20467	Tikopia	?	no,not		siei	s iei	S V	s i	S I	10	651	no,not:684	684
28939	Tongan	?	no,not		ʔikai	ʔ i k ai	H V K V	7 i k a	H I K A	10	651	no,not:684	684
23854	Tuamotu	?	no,not		kauraka	k au r a k a	K V R V K V	k a r a k a	K A R A K A	12	653	no,not:680	680
66309	UveaEast	?	no,not		hee	h ee	H V	h e	H E	13	654	no,not:678	678
17487	WesternBukidnonManobo	?	no,not		keneq	k e n e q	K V N V K	k e n e q	K E N E K	37	660	no,not:690	690
22243	Woleai	?	no,not		taɪ	t aɪ	T V	t a	T A	4	661	no,not:677	677
22244	Woleai	?	no,not		eeba	ee b a	V P V	e b a	E P A	14	655	no,not:683	683
13597	Yami	?	no,not		beken	b e k e n	P V K V N	b e k e n	P E K E N	26	658	no,not:682	682
13598	Yami	?	no,not		ji	j i	J V	y i	J I	45	663	no,not:677	677
20835	Anuta	?	nose		iu	iu	V	i	I	1	666	nose:701	701
8560	BanjareseMalay	?	nose		hidung	h i d u n g	H V T V N K	h i d u n g	H I T Y N K	1	666	nose:696	696
64105	Carolinian	?	nose		bwoot	b w oo t	P W V T	b w o t	P W U T	1	666	nose:697	697
64106	Carolinian	?	nose		bwoot	b w oo t	P W V T	b w o t	P W U T	12	667	nose:697	697
32968	Cebuano	?	nose		ilong	i l o n g	V R V N K	i l o n g	I L U N K	1	666	nose:696	696
42127	Chuukese	?	nose		pweet	p w ee t	P W V T	p w e t	P W E T	1	666	nose:697	697
42128	Chuukese	?	nose		pweet	p w ee t	P W V T	p w e t	P W E T	12	667	nose:697	697
39139	ChuukeseAKATrukese	?	nose		pweetu	p w ee t u	P W V T V	p w e t u	P W E T Y	1	666	nose:697	697
39140	ChuukeseAKATrukese	?	nose		pweetu	p w ee t u	P W V T V	p w e t u	P W E T Y	12	667	nose:697	697
36989	DayakNgaju	?	nose		urung	u r u n g	V R V N K	u r u n g	Y R Y N K	1	666	nose:699	699
40550	EastSumbaneseKamberaSoutherndialect	?	nose		uru	u r u	V R V	u r u	Y R Y	1	666	nose:699	699
12300	EastSumbaneseUmbuRatuNggaidialect	?	nose		uru	u r u	V R V	u r u	Y R Y	1	666	nose:699	699
26207	FutunaEast	?	nose		isu	i s u	V S V	i s u	I S Y	1	666	nose:695	695
15304	Imorod	?	nose		momodan	m o m o d a n	M V M V T V N	m o m o d a n	M U M U T A N	19	668	nose:698	698
49691	Indonesian	?	nose		hiduŋ	h i d u ŋ	H V T V N	h i d u N	H I T Y N	1	666	nose:696	696
58121	Iraralay	?	nose		momodan	m o m o d a n	M V M V T V N	m o m o d a n	M U M U T A N	19	668	nose:698	698
36243	Isamorong	?	nose		momodan	m o m o d a n	M V M V T V N	m o m o d a n	M U M U T A N	19	668	nose:698	698
17284	Itbayat	?	nose		mohdan	m o h d a n	M V H T V N	m o h d a n	M U H T A N	19	668	nose:698	698
3304	Itbayaten	?	nose		muhdan	m u h d a n	M V H T V N	m u h d a n	M Y H T A N	19	668	nose:698	698
37330	Ivasay	?	nose		maymomohed	m ay m o m o h e d	M V M V M V H V T	m a m o m o h e d	M A M U M U H E T	19	668	nose:700	700
45630	Katingan	?	nose		uruŋ	u r u ŋ	V R V N	u r u N	Y R Y N	1	666	nose:699	699
9263	Lakalai	?	nose		maisu	m ai s u	M V S V	m a s u	M A S Y	1	666	nose:695	695
43099	Luangiua	?	nose		aisu	ai s u	V S V	a s u	A S Y	1	666	nose:695	695
53230	MalayBahasaIndonesia	?	nose		hidung	h i d u n g	H V T V N K	h i d u n g	H I T Y N K	1	666	nose:696	696
16495	Maori	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
49022	Marquesan	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
17396	Minangkabau	?	nose		iduaŋ	i d ua ŋ	V T V N	i d u N	I T Y N	1	666	nose:696	696
23583	NakanaiBilekiDialect	?	nose		ma|isu	m a|i s u	M V S V	m a s u	M A S Y	1	666	nose:695	695
36047	Niue	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
54529	Ogan	?	nose		iduŋ	i d u ŋ	V T V N	i d u N	I T Y N	1	666	nose:696	696
55583	Penrhyn	?	nose		isu	i s u	V S V	i s u	I S Y	1	666	nose:695	695
40593	RapanuiEasterIsland	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
25405	Rennellese	?	nose		isu	i s u	V S V	i s u	I S Y	1	666	nose:695	695
12913	Samoan	?	nose		isu	i s u	V S V	i s u	I S Y	1	666	nose:695	695
55326	Sikaiana	?	nose		kaiusu	k aiu s u	K V S V	k a s u	K A S Y	1	666	nose:695	695
5387	Surigaonon	?	nose		ilong	i l o n g	V R V N K	i l o n g	I L U N K	1	666	nose:696	696
1239	Tagalog	?	nose		ilong	i l o n g	V R V N K	i l o n g	I L U N K	1	666	nose:696	696
30073	TagalogAnthonydelaPaz	?	nose		ilong	i l o n g	V R V N K	i l o n g	I L U N K	1	666	nose:696	696
56799	TahitianModern	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
50077	Tikopia	?	nose		isu	i s u	V S V	i s u	I S Y	1	666	nose:695	695
46912	Tongan	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
29199	Tuamotu	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
18314	UveaEast	?	nose		ihu	i h u	V H V	i h u	I H Y	1	666	nose:695	695
48415	WesternBukidnonManobo	?	nose		izuŋ	i z u ŋ	V S V N	i z u N	I S Y N	1	666	nose:695	695
26136	Woleai	?	nose		bootɪ	b oo t ɪ	P V T V	b o t i	P U T I	1	666	nose:697	697
26137	Woleai	?	nose		bootɪ	b oo t ɪ	P V T V	b o t i	P U T I	12	667	nose:697	697
25603	Yami	?	nose		momodan	m o m o d a n	M V M V T V N	m o m o d a n	M U M U T A N	19	668	nose:698	698
28598	Anuta	?	old		matua	m a t ua	M V T V	m a t u	M A T Y	1	669	old:702	702
11415	BanjareseMalay	?	old		tuha	t u h a	T V H V	t u h a	T Y H A	1	669	old:702	702
11127	Carolinian	?	old		tuufay	t uu f ay	T V P V	t u f a	T Y B A	54	685	old:708	708
49191	Cebuano	?	old		tigulang	t i g u l a n g	T V K V R V N K	t i g u l a n g	T I K Y L A N K	21	674	old:703	703
37973	Chuukese	?	old		chiinnap	c h ii nn a p	K H V N V P	T h i n a p	C H I N A P	56	686	old:712	712
136	ChuukeseAKATrukese	?	old		chinup	c h i n u p	K H V N V P	T h i n u p	C H I N Y P	56	686	old:712	712
15751	DayakNgaju	?	old		bakas	b a k a s	P V K V S	b a k a s	P A K A S	19	673	old:709	709
62855	EastSumbaneseKamberaSoutherndialect	?	old		kaweda	k a w e d a	K V W V T V	k a w e d a	K A W E T A	5	684	old:710	710
9482	EastSumbaneseUmbuRatuNggaidialect	?	old		kaweda	k a w e d a	K V W V T V	k a w e d a	K A W E T A	5	684	old:710	710
36380	FutunaEast	?	old		matua	m a t ua	M V T V	m a t u	M A T Y	1	669	old:702	702
1628	Imorod	?	old		rarakeh	r a r a k e h	R V R V K V H	r a r a k e h	R A R A K E H	23	676	old:705	705
26544	Indonesian	?	old		tua	t ua	T V	t u	T Y	1	669	old:702	702
43451	Iraralay	?	old		rarakeh	r a r a k e h	R V R V K V H	r a r a k e h	R A R A K E H	23	676	old:705	705
60992	Isamorong	?	old		malkem	m a l k e m	M V R K V M	m a l k e m	M A L K E M	22	675	old:704	704
39688	Itbayat	?	old		markem	m a r k e m	M V R K V M	m a r k e m	M A R K E M	22	675	old:704	704
45984	Itbayaten	?	old		markim	m a r k i m	M V R K V M	m a r k i m	M A R K I M	22	675	old:704	704
29353	Ivasay	?	old		malkem	m a l k e m	M V R K V M	m a l k e m	M A L K E M	22	675	old:704	704
16760	Katingan	?	old		bakas	b a k a s	P V K V S	b a k a s	P A K A S	19	673	old:709	709
18096	Lakalai	?	old		uru	u r u	V R V	u r u	Y R Y	16	672	old:703	703
31805	Luangiua	?	old		mua	m ua	M V	m u	M Y	41	679	old:702	702
31806	Luangiua	?	old		makua	m a k ua	M V K V	m a k u	M A K Y	1	669	old:702	702
10573	MalayBahasaIndonesia	?	old		tua	t ua	T V	t u	T Y	1	669	old:702	702
4752	Marquesan	?	old		kakiu	k a k iu	K V K V	k a k i	K A K I	34	678	old:713	713
4753	Marquesan	?	old		tehito	t e h i t o	T V H V T V	t e h i t o	T E H I T U	10	670	old:707	707
4754	Marquesan	?	old		koua	k oua	K V	k o	K U	9	687	old:706	706
12391	Minangkabau	?	old		tuo	t uo	T V	t u	T Y	1	669	old:702	702
20630	NakanaiBilekiDialect	?	old		uru	u r u	V R V	u r u	Y R Y	16	672	old:703	703
37755	Niue	?	old		tuai	t uai	T V	t u	T Y	48	682	old:702	702
32390	Ogan	?	old		tuə	t uə	T V	t u	T Y	1	669	old:702	702
46332	Penrhyn	?	old		tahito	t a h i t o	T V H V T V	t a h i t o	T A H I T U	10	670	old:707	707
21227	RapanuiEasterIsland	?	old		tuai	t uai	T V	t u	T Y	48	682	old:702	702
21228	RapanuiEasterIsland	?	old		korohua	k o r o h ua	K V R V H V	k o r o h u	K U R U H Y	9	687	old:706	706
39969	Rarotongan	?	old		taito	t ai t o	T V T V	t a t o	T A T U	10	670	old:707	707
23497	Rennellese	?	old		tauiku	t aui k u	T V K V	t a k u	T A K Y	44	680	old:714	714
23498	Rennellese	?	old		bebe	b e b e	P V P V	b e b e	P E P E	46	681	old:715	715
23499	Rennellese	?	old		poepoe	p oe p oe	P V P V	p o p o	P U P U	49	683	old:716	716
23500	Rennellese	?	old		matuʔa	m a t u ʔ a	M V T V H V	m a t u 7 a	M A T Y H A	1	669	old:702	702
29039	Rurutuan	?	old		ruuʔau	r uu ʔ au	R V H V	r u 7 a	R Y H A	11	671	old:703	703
56457	Samoan	?	old		tuai	t uai	T V	t u	T Y	48	682	old:702	702
56458	Samoan	?	old		matua	m a t ua	M V T V	m a t u	M A T Y	1	669	old:702	702
20574	Sikaiana	?	old		mua	m ua	M V	m u	M Y	41	679	old:702	702
20575	Sikaiana	?	old		matua	m a t ua	M V T V	m a t u	M A T Y	1	669	old:702	702
28557	Surigaonon	?	old		tiguyang	t i g uya n g	T V K V N K	t i g u n g	T I K Y N K	21	674	old:703	703
8707	Tagalog	?	old		matanda	m a t a n d a	M V T V N T V	m a t a n d a	M A T A N T A	31	677	old:711	711
60816	TagalogAnthonydelaPaz	?	old		matanda	m a t a n d a	M V T V N T V	m a t a n d a	M A T A N T A	31	677	old:711	711
21476	TahitianModern	?	old		ruuau	r uuau	R V	r u	R Y	11	671	old:703	703
34843	Tikopia	?	old		matua	m a t ua	M V T V	m a t u	M A T Y	1	669	old:702	702
57416	Tongan	?	old		motuʔa	m o t u ʔ a	M V T V H V	m o t u 7 a	M U T Y H A	1	669	old:702	702
8734	Tuamotu	?	old		korou	k o r ou	K V R V	k o r o	K U R U	9	687	old:706	706
8281	UveaEast	?	old		matua	m a t ua	M V T V	m a t u	M A T Y	1	669	old:702	702
56996	WesternBukidnonManobo	?	old		guraŋ	g u r a ŋ	K V R V N	g u r a N	K Y R A N	21	674	old:703	703
40758	Woleai	?	old		tugofaɪ	t u g o f aɪ	T V K V P V	t u g o f a	T Y K U B A	54	685	old:708	708
40231	Yami	?	old		rarakeh	r a r a k e h	R V R V K V H	r a r a k e h	R A R A K E H	23	676	old:705	705
