language	iso_code	gloss	global_id	local_id	transcription	cognate_class
Lampung	?	yellow	?	?	kuniŋ	1
Buma	?	todie,bedead	?	?	mbu	19
Likum	?	three	?	?	taloh	1
AnejomAneityum	?	this	?	?	ninki	1
DayakNgaju	?	hair	?	?	balaw	18
Mamanwa	?	rain	?	?	qoran	1
Anakalang	?	todie,bedead	?	?	mati	1
Perai	?	near	?	?	ranik	1
Kalagan	?	sea	?	?	dagat	25
Kwamera	?	flower	?	?	tihi	34
ManoboTigwaIglogsadDialect	?	tofly	?	?	layang	22
Luang	?	tongue	?	?	namə	12
TobaBatak	?	road/path	?	?	dalan	1
Imorod	?	tocount	?	?	vilangan	1
Sediq	?	cold	?	?	masekuich	2
LampungNyoMenggalaTulangBawang	?	woman/female	?	?	sɘbɑy	1
WesternBukidnonManobo	?	tofly	?	?	layaŋ	22
KenyahLongAnap	?	sky	?	?	laŋit	1
TagalogAnthonydelaPaz	?	far	?	?	malayo	34
Iranun	?	salt	?	?	timus	2
Kiribati	?	snake	?	?	naeta	12
Imorod	?	toswell	?	?	omyatek	21
FijianSuvaDialect	?	rain	?	?	uca	1
MonoAlu	?	hair	?	?	puluna	31
Paulohi	?	tospit	?	?	tuhula	9
TahitianthCentury	?	feather	?	?	huruhuru	1
KoronadalBlaan	?	tocut,hack	?	?	faleh	34
ProtoMicronesian	?	mosquito	?	?	namwu	1
SambalBotolan	?	liver	?	?	qagtay	1
Sobei	?	water	?	?	rani	1
Woleaian	?	fruit	?	?	uwaa	1
Mwotlap	?	dull,blunt	?	?	nɛŋmwɛs	34
Serili	?	toswim	?	?	ljɛmonon	42
Cebuano	?	child	?	?	bata	20
Varisi	?	tokill	?	?	vaevale	16
AttaPamplona	?	moon	?	?	bulan	1
IfugaoBatad	?	dog	?	?	kahu	1
Siar	?	ear	?	?	peleŋan	1
ProtoOceanicPawley	?	tongue	?	?	mea	7
Kiribati	?	fifty	?	?	nimabwii	1
ZabanaKia	?	man/male	?	?	mane	1
Hawaiian	?	that	?	?	kena	1
Hawaiian	?	that	?	?	na	12
Sekar	?	salt	?	?	sira	1
Doura	?	they	?	?	isia	1
TausugJoloDialect	?	wife	?	?	qasawah	1
Saa	?	grass	?	?	hahalisi	1
ProtoCentralEasternMalayoPolynesian	?	no,not	?	?	diaq	2
Nauru	?	meat/flesh	?	?	duwen	10
ItnegBinongan	?	seven	?	?	pito	1
Pondok	?	cloud	?	?	karabang	1
Tarpia	?	year	?	?	tahun	1
Manihiki	?	below	?	?	raro	8
Taiof	?	toyawn	?	?	muaf	1
ProtoMalayoPolynesian	?	thou	?	?	ikahu	1
TannaSouthwest	?	tosit	?	?	akwəta	69
ProtoCentralEasternMalayoPolynesian	?	fat/grease	?	?	minak	1
Bwaidoga	?	green	?	?	matamatagina	1
Sowa	?	dog	?	?	wuri	7
Sekar	?	shoulder	?	?	bara|r	1
ProtoChuukic	?	child	?	?	naunau	5
ProtoChuukic	?	child	?	?	tari	7
BanggaiWdialect	?	head	?	?	ulu	1
Rotuman	?	good	?	?	lelei	17
Mamboru	?	toshoot	?	?	pana	1
Lau	?	tosteal	?	?	beli	12
Serua	?	ear	?	?	klina	1
Gedaged	?	bird	?	?	ma	1
MelayuAmbon	?	tobreathe	?	?	banapas	29
Kokota	?	dull,blunt	?	?	tutupri	31
BontocGuinaang	?	where?	?	?	qinto	28
Tawala	?	todrink	?	?	uma	34
PhanRangChamEasternCham	?	shoulder	?	?	bira	1
Woleai	?	tosleep	?	?	masiurɪʊ	1
Nese	?	cloud	?	?	noboborr	38
Dai	?	black	?	?	nmɛtm	1
Bantik	?	flower	?	?	buŋa|ŋ	1
ManoboAtadownriver	?	nose	?	?	qidung	1
Saliba	?	leaf	?	?	lugu	16
AklanonBisayan	?	toplant	?	?	tanum	2
BontocGuinaang	?	bird	?	?	qinyolan	74
Ilokano	?	tolaugh	?	?	agkatawa	1
Sikaiana	?	togrow	?	?	somo	7
Sikaiana	?	togrow	?	?	tupu	1
BolaangMongondow	?	tochoose	?	?	momiliʔ	1
Jawe	?	ash	?	?	dap	20
SouAmanaTeru	?	seven	?	?	itu	1
KilokakaYsabel	?	left	?	?	kmaeri	1
Mekeo	?	eye	?	?	ma	1
Siraya	?	father	?	?	yama	1
Hawaiian	?	liver	?	?	ake	1
BontokGuinaang	?	tospit	?	?	tubba	45
MelanauMukah	?	leaf	?	?	daʔun	1
SivisaTitan	?	child	?	?	nat	5
Mangareva	?	wind	?	?	matagi	1
Mangareva	?	wind	?	?	hau	10
Nahavaq	?	back	?	?	taʔun	12
LengoGhaimuta	?	todrink	?	?	inu	1
Sikaiana	?	moon	?	?	malama	7
Kwaio	?	tohear	?	?	loŋaa	1
BontocGuinaang	?	thunder	?	?	gidol	2
FijianBau	?	long	?	?	balavu	16
KwaraaeSolomonIslands	?	hand	?	?	lima	1
GorontaloHulondalo	?	wet	?	?	mobatu	1
Chuukese	?	green	?	?	araw	13
Kemak	?	short	?	?	badaka	54
As	?	black	?	?	matɛm	1
VaeakauTaumako	?	head	?	?	pihoulu	1
Bonerate	?	wind	?	?	βandɛ	31
Katingan	?	stick/wood	?	?	kayu	1
Katingan	?	stick/wood	?	?	bataŋ	6
ApmaSuruMwerani	?	branch	?	?	ra	1
MurnatenAlune	?	toswim	?	?	nasa	3
Itbayat	?	tongue	?	?	rila	4
Javanese	?	i	?	?	aku	1
PalawanBatak	?	thick	?	?	maduməl	21
Seimat	?	intestines	?	?	puhuan	10
Imroing	?	white	?	?	wowore	4
Baliledo	?	mosquito	?	?	kanoba	5
BauroBarooVillage	?	tokill	?	?	nahuia	50
Mota	?	worm_earthworm	?	?	sulate	1
Sikaiana	?	sand	?	?	one	1
SivisaTitan	?	road/path	?	?	cal	1
TahitianModern	?	neck	?	?	aii	20
Sisingga	?	four	?	?	vati	1
IfugaoAmganad	?	tosee	?	?	tigo	40
Sika	?	right	?	?	wana	1
MinyaifuinGebe	?	water	?	?	wa	2
Javanese	?	thick	?	?	kandel	1
BerawanLongTerawan	?	liver	?	?	atay	1
FijianSuvaDialect	?	smoke	?	?	kubou	13
Kerinci	?	rain	?	?	ujon	1
BatakPalawan	?	woman/female	?	?	babay	1
Thao	?	tobuy	?	?	fariw	23
Oroha	?	todie,bedead	?	?	mae	1
Kandas	?	sharp	?	?	waŋon	14
ManoboIlianenKibudtunganDialect	?	blood	?	?	lɨngɨsa	24
Buol	?	needle	?	?	dudoum	1
TboliTagabili	?	feather	?	?	lakay	16
Mota	?	wife	?	?	rasoai	1
Mekeo	?	when?	?	?	gaika	1
Giman	?	road/path	?	?	lolan	1
Marovo	?	belly	?	?	tia	1
AnejomAneityum	?	near	?	?	ohpotbotet	53
BanjareseMalay	?	lake	?	?	danau	1
ProtoChuukic	?	three	?	?	teluyike	1
Bonerate	?	lightning	?	?	lala	21
ProtoAustronesian	?	red	?	?	mataNah	2
Minangkabau	?	todie,bedead	?	?	mati	1
Neveei	?	mouth	?	?	noboŋo	41
Erai	?	toknow,beknowledgeable	?	?	nau	42
IfugaoBayninan	?	snake	?	?	qulog	33
Gaddang	?	egg	?	?	qilog	24
ManoboAtadownriver	?	liver	?	?	qatoy	1
ManoboWesternBukidnon	?	tosniff,smell	?	?	hazɨk	1
Madara	?	smoke	?	?	kinakovu	37
Bwaidoga	?	egg	?	?	fou	15
Werinama	?	bird	?	?	miova	7
Pingilapese	?	blood	?	?	inda	1
KallahanKayapaProper	?	warm	?	?	qanqatung	38
Gayo	?	eye	?	?	mata	1
Avava	?	snake	?	?	amwat	12
Lamboya	?	earth/soil	?	?	tana	1
TalisePoleo	?	tocry	?	?	ŋara	5
Tuamotu	?	tolaugh	?	?	kata	7
Nguna	?	dog	?	?	koria	7
MadakLamasongDial	?	nose	?	?	isi	1
Vitu	?	three	?	?	tolu	1
Baliledo	?	sky	?	?	langita	1
Emplawas	?	black	?	?	pekami	1
Ibanag	?	in,inside	?	?	unag	16
Nggela	?	tosay	?	?	mbosa	63
Tahiti	?	rat	?	?	eyoare	12
BilaanKoronadal	?	dry	?	?	falawi	48
BilaanKoronadal	?	dry	?	?	kafag	27
Soa	?	tochoose	?	?	pili	1
Carolinian	?	year	?	?	raagh	24
IfugaoBayninan	?	leaf	?	?	tubu	23
Baliledo	?	heavy	?	?	butaga	1
EastMasela	?	warm	?	?	palpant	4
EastSumbaneseKamberaSoutherndialect	?	mother	?	?	ina	1
Marovo	?	tolaugh	?	?	iraŋa	62
Nduke	?	toeat	?	?	ŋaŋau	15
Nduke	?	toeat	?	?	teteku	42
Namakir	?	tosqueeze	?	?	bowos	1
AreareWaiahaaVillage	?	tosuck	?	?	susuhia	25
Mussau	?	tofear	?	?	matautu	1
Letinese	?	belly	?	?	apnu	2
EastSumbaneseLewadialect	?	wind	?	?	ngilu	5
PuloAnna	?	topound,beat	?	?	ppao	3
PuloAnna	?	topound,beat	?	?	duuduʊ	2
TahitianthCentury	?	painful,sick	?	?	mai	1
TahitianthCentury	?	painful,sick	?	?	mamae	10
Megiar	?	tostand	?	?	tur	2
Sasoutheasterndialect	?	sharp	?	?	ngkan	14
Iban	?	tohit	?	?	pukul	27
Iban	?	tohit	?	?	maluk	35
Banoni	?	grass	?	?	garasi	56
Kapampangan	?	needle	?	?	karayum	1
TausugJoloDialect	?	short	?	?	mababaq	54
TausugJoloDialect	?	short	?	?	mapandak	1
Neveei	?	nine	?	?	nsavah	5
Maleu	?	tosay	?	?	bul	50
Uruava	?	grass	?	?	bubure	19
Tabar	?	this	?	?	ni	1
Emae	?	above	?	?	ruga	9
Auhelawa	?	toburn	?	?	alahi	17
Watubela	?	todig	?	?	galik	1
KenyahLongAnap	?	toyawn	?	?	menuap	1
MalayBahasaIndonesia	?	onehundred	?	?	seratus	4
DayakNgaju	?	moon	?	?	bulan	1
BilaanKoronadal	?	earth/soil	?	?	tanɔq	1
Samoan	?	toswim	?	?	ʔaʔau	5
Bima	?	onethousand	?	?	seriwu	5
MelayuBruneiDialect	?	tooth	?	?	gigi	17
Neveei	?	ten	?	?	naŋavil	5
Ibanag	?	flower	?	?	lappaw	27
Tuamotu	?	woman/female	?	?	hiine	1
Hiw	?	thou	?	?	ikə	1
Nahavaq	?	ash	?	?	mbwisnep	25
Mokilese	?	toscratch	?	?	kari	12
Manihiki	?	ash	?	?	rehu	1
Talise	?	man/male	?	?	ŋgare	50
NorthBabar	?	child	?	?	annai	1
Soa	?	towalk	?	?	laa	40
Anakalang	?	topound,beat	?	?	bhei	1
Wuna	?	wing	?	?	pani	2
Ghanongga	?	tosee	?	?	ndɔɣɔria	57
Carolinian	?	house	?	?	iimw	1
Ibanag	?	they	?	?	ira	1
Kisar	?	towork	?	?	rayapi	8
Serua	?	what?	?	?	sasa	1
Carolinian	?	no,not	?	?	se	4
Carolinian	?	no,not	?	?	saabw	14
Surigaonon	?	white	?	?	puti	1
Indonesian	?	lake	?	?	danau	1
Varisi	?	root	?	?	ramutu	3
Pukapuka	?	child	?	?	tamaliki	6
MadakLamasongDial	?	tofear	?	?	maraat	1
Pukapuka	?	needle	?	?	nila	16
IvatanBascoDialect	?	near	?	?	maasngɨn	23
KoiwaiIrianJaya	?	todig	?	?	ari	1
Bima	?	two	?	?	dua	1
Naman	?	tolaugh	?	?	vətmas	47
TelaMasbuar	?	name	?	?	nunmu	3
Longgu	?	dull,blunt	?	?	ŋgumo	17
KallahanKeleyqiq	?	what?	?	?	hipaq	25
NehanHape	?	tolive,bealive	?	?	tua	8
Lahanan	?	mouth	?	?	baʔ	1
Pingilapese	?	water	?	?	pil	4
LwepeSantaCruz	?	near	?	?	aepe	17
Maanyan	?	belly	?	?	wuntuŋ	31
Pangasinan	?	grass	?	?	dika	2
WindesiWandamen	?	night	?	?	diru	19
RapanuiEasterIsland	?	no,not	?	?	tae	13
RapanuiEasterIsland	?	no,not	?	?	kai	10
TannaSouthwest	?	head	?	?	kapwa	9
Mangareva	?	thatch/roof	?	?	ato	1
Nehan	?	how?	?	?	hope	15
Matukar	?	head	?	?	garma/n	55
TagbanwaKalamianCoronIslandDialect	?	skin	?	?	qulit	1
MonoFauro	?	breast	?	?	luluna	3
MonoFauro	?	breast	?	?	luluna	1
Ughele	?	towalk	?	?	lao	1
Ughele	?	towalk	?	?	ene	11
Tolo	?	toburn	?	?	hani	40
KasiraIrahutu	?	tooth	?	?	refo	1
MelanauMukah	?	todig	?	?	kukut	13
Maranao	?	rope	?	?	tali	1
LamogaiMulakaino	?	tosniff,smell	?	?	kune	17
Ivasay	?	below	?	?	irahem	20
Ivasay	?	below	?	?	kagtin	28
Serili	?	sand	?	?	ilije	5
Banggi	?	tofall	?	?	endabu	1
Kisar	?	hand	?	?	lima	1
Maori	?	tosay	?	?	koorero	11
Gaddang	?	tosleep	?	?	maturog	1
Nanggu	?	head	?	?	naɔ	15
Qabiao	?	four	?	?	pe	1
MaloSantaCruz	?	dog	?	?	kuli	7
Tanema	?	tongue	?	?	mimie	7
PaameseSouth	?	where?	?	?	kavee	3
Penrhyn	?	road/path	?	?	ara	1
Ali	?	tocry	?	?	tiəŋ	1
Saisiat	?	left	?	?	kayiʔ	1
Numfor	?	toeat	?	?	an	1
LamaholotIleMandiriFloresTimur	?	fire	?	?	ape	1
MelayuAmbon	?	heavy	?	?	barat	1
Mengen	?	rope	?	?	ualo	2
KasiraIrahutu	?	tofear	?	?	mtat|e	1
Tabar	?	heavy	?	?	patu	29
Numfor	?	thick	?	?	kpor	1
TannaSouthwest	?	toplant	?	?	su	28
BabatanaLomaumbi	?	blood	?	?	mandakae	6
Penrhyn	?	hand	?	?	rima	1
Ilokano	?	wet	?	?	nabasa	1
FijianSuvaDialect	?	worm_earthworm	?	?	baca	13
Nengone	?	you	?	?	buhnij	23
Makassar	?	tobuy	?	?	ammalli	1
ItnegBinongan	?	fish	?	?	lamɨs	36
Buma	?	back	?	?	utendie	28
Buma	?	back	?	?	utendie	29
EastSumbaneseLewadialect	?	needle	?	?	rongu	3
Indonesian	?	needle	?	?	jarum	1
Namakir	?	dry	?	?	ŋaraŋar	29
Bonfia	?	thatch/roof	?	?	yelan	28
Ura	?	toplant	?	?	owi	24
Woleaian	?	tochew	?	?	ŋutii	11
Dai	?	husband	?	?	daivonm	4
Kodi	?	toeat	?	?	muyo	4
ManoboAtaupriver	?	rope	?	?	lubid	21
Neveei	?	eye	?	?	nemeta	1
UveaEast	?	sky	?	?	lagi	1
Nauru	?	belly	?	?	ijen	1
BuruNamroleBay	?	wind	?	?	aŋin	1
NakanaiBilekiDialect	?	tohide	?	?	tarikokovu	10
Siar	?	mother	?	?	tan	1
Mamanwa	?	father	?	?	qama	1
Baliledo	?	where?	?	?	beniu	2
Nimoa	?	todie,bedead	?	?	i’mʌtɛ	1
TausugJoloDialect	?	thou	?	?	ikaw	1
Tongan	?	skin	?	?	kili	1
Alune	?	tolaugh	?	?	mali	3
Nauru	?	todig	?	?	iri	1
MelayuAmbon	?	thunder	?	?	guntur	30
ManoboWesternBukidnon	?	onehundred	?	?	gatus	4
Cebuano	?	father	?	?	amahan	1
Teop	?	rope	?	?	kanono	47
Tigak	?	in,inside	?	?	lo	1
Tagabili	?	spider	?	?	wong	24
Luang	?	i	?	?	aʔu	1
KaraWest	?	moon	?	?	fulan	1
Madurese	?	wife	?	?	bine	5
Mbareke	?	hand	?	?	limana	1
Vaghua	?	two	?	?	karua	1
Buma	?	short	?	?	kulendi	29
Bajo	?	warm	?	?	panas	1
BikolNagaCity	?	tail	?	?	ikog	1
Surigaonon	?	wet	?	?	basa	1
ManoboKalamansigCotabatoParilDialect	?	star	?	?	bituqɨn	1
Kaidipang	?	wet	?	?	mobosa	1
Mapun	?	todig	?	?	kali	1
Tetum	?	toblow	?	?	hu	5
Bugotu	?	tospit	?	?	aŋusu	14
MelayuAmbon	?	road/path	?	?	jalaŋ	1
Penrhyn	?	towork	?	?	anga	10
Katingan	?	egg	?	?	katɛʔ	22
SkeSeke	?	man/male	?	?	dalmo	27
KoiwaiIrianJaya	?	wide	?	?	garafar	1
ApmaSuruKavian	?	stone	?	?	vat	1
ProtoOceanicBlust	?	fish	?	?	ikan	1
BugineseSoppengDialect	?	ten	?	?	səppulo	5
Pingilapese	?	house	?	?	iimw	1
Wuvulu	?	road/path	?	?	tala	1
Puluwatese	?	sky	?	?	laŋi	1
Rennellese	?	dog	?	?	kugi	7
KalingaGuinaangLubuaganDialect	?	shy,ashamed	?	?	nabaqin	25
PeteraraMaewo	?	dog	?	?	hwiriu	10
LamaholotIleMandiriFloresTimur	?	wind	?	?	aŋin	1
BikolNagaCity	?	salt	?	?	asin	3
Tunjung	?	back	?	?	puŋuŋ	24
Lamboya	?	bird	?	?	kawurna	5
Lamboya	?	who?	?	?	iyaw	7
Iliun	?	in,inside	?	?	laralaŋ	1
Tape	?	tovomit	?	?	luaɣ	8
Neveei	?	belly	?	?	netebaa	36
Vaghua	?	below	?	?	pola	12
Sengseng	?	old	?	?	hiyaŋan	17
Kwamera	?	one	?	?	kwatia	8
Bonfia	?	head	?	?	ulin	1
LihirSunglik	?	tovomit	?	?	muot	1
Hoava	?	tovomit	?	?	lua	8
Iliun	?	tovomit	?	?	muta	1
Kambera	?	tokill	?	?	pameti	2
Fataluku	?	long	?	?	loeloe	12
ProtoCentralEasternMalayoPolynesian	?	tosuck	?	?	səsəp	1
TagbanwaKalamianCoronIslandDialect	?	old	?	?	lagilagiq	20
EastSumbaneseKamberaSoutherndialect	?	tosuck	?	?	lamuji	2
Vilirupu	?	leaf	?	?	laua	1
Pukapuka	?	snake	?	?	ovi	27
Masiwang	?	dog	?	?	yasv	1
Woleai	?	tail	?	?	iugɪʊ	1
Teop	?	fish	?	?	iana	1
Varisi	?	below	?	?	pɔlana	12
LauWalade	?	totieup,fasten	?	?	kani	19
Perai	?	liver	?	?	ruma	5
FutunaEast	?	tosuck	?	?	umi/a	12
FutunaEast	?	tosuck	?	?	momi	11
FutunaEast	?	tosuck	?	?	mi/miti/	8
FutunaEast	?	tosuck	?	?	komo	7
Isamorong	?	tokill	?	?	diman	25
Isamorong	?	tokill	?	?	lakat	24
Jawe	?	sharp	?	?	cec	60
Neveei	?	left	?	?	mwiyir	1
IlongotKakidugen	?	new	?	?	bɨǥu	1
Itbayaten	?	and	?	?	ka|n	1
SquliqAtayal	?	tokill	?	?	phoqil	3
LampungApiPubian	?	woman/female	?	?	bɑi	1
Acehnese	?	tokill	?	?	bunoh	1
Mangareva	?	rain	?	?	ua	1
Selaru	?	toeat	?	?	a	1
Buma	?	sky	?	?	metelikɔ	20
Madurese	?	one	?	?	settoŋ	17
Bwaidoga	?	intestines	?	?	kamofoa	30
Ilokano	?	earth/soil	?	?	daga	24
Nila	?	tovomit	?	?	nmuta	1
KilokakaYsabel	?	and	?	?	ɣe	28
Tunjung	?	tofly	?	?	tərbaŋ	18
Suau	?	bird	?	?	manu	1
KalingaGuinaangLubuaganDialect	?	cold	?	?	mantongnin	32
BontokGuinaang	?	warm	?	?	pudut	25
Takuu	?	toswim	?	?	kau	5
Roviana	?	totieup,fasten	?	?	pusia	32
Surigaonon	?	hair	?	?	bohok	1
Makassar	?	tongue	?	?	lila	4
Amahai	?	liver	?	?	huuwa	14
Barok	?	cloud	?	?	bagut	45
Mambai	?	he/she	?	?	ura	4
FijianBau	?	when?	?	?	ninaica	1
OldJavanese	?	hair	?	?	rambut	20
Wanukaka	?	toyawn	?	?	kawaka	6
Yami	?	hair	?	?	ovok	1
Luangiua	?	person/humanbeing	?	?	kaŋaka	1
Katingan	?	tochoose	?	?	mamɛlih	1
Teop	?	louse	?	?	usu	1
Puyuma	?	tobreathe	?	?	məŋaz	28
LamaholotIleMandiriFloresTimur	?	sand	?	?	wera	10
Talur	?	moon	?	?	hulan	1
EastDamar	?	meat/flesh	?	?	ihino	31
Kwamera	?	tospit	?	?	araŋavus	14
Kwamera	?	tospit	?	?	araŋavus	20
Gayo	?	year	?	?	tun	1
Rurutuan	?	below	?	?	raro	8
Siraya	?	sea	?	?	baung	5
Varisi	?	tohold	?	?	palatarua	18
KoronadalBlaan	?	mosquito	?	?	blabɔŋ	20
Ponapean	?	breast	?	?	dihdi	1
Barok	?	fire	?	?	ya	1
BauroBarooVillage	?	grass	?	?	aɣo	57
Gaddang	?	tokill	?	?	patayan	22
PuloAnnan	?	tolive,bealive	?	?	maulu	1
Carolinian	?	togrow	?	?	ter	9
Carolinian	?	togrow	?	?	fas	23
Tape	?	rain	?	?	iu	1
TimugonMurut	?	grass	?	?	sakot	23
SkeSeke	?	seven	?	?	livru	13
ManoboKalamansigCotabatoParilDialect	?	small	?	?	tukeqey	21
Surigaonon	?	topound,beat	?	?	dokdok	8
Surigaonon	?	topound,beat	?	?	bajo	1
Lou	?	dog	?	?	mwi	6
Raga	?	stone	?	?	vatu	1
Komering	?	shoulder	?	?	pɪŋpɪŋ	16
Paiwan	?	toshoot	?	?	pnanaq	1
Kapampangan	?	tolive,bealive	?	?	mabiye	15
Javanese	?	sharp	?	?	landep	34
MunaKatobuTongkunoDialect	?	toplant	?	?	aetisa	21
Asumboa	?	we	?	?	ma	2
Mbareke	?	tocry	?	?	kiu	42
LamogaiMulakaino	?	white	?	?	amal	21
Tanga	?	four	?	?	ifet	1
Belait	?	they	?	?	lɛow	1
BabatanaTunoe	?	skin	?	?	kœpa	12
Buma	?	sea	?	?	revɔ	32
KakidugenIlongot	?	heavy	?	?	quǥɨni	27
WindesiWandamen	?	tosleep	?	?	ena	8
TagbanwaKalamianCoronIslandDialect	?	big	?	?	dakuluq	22
Lakalai	?	tobreathe	?	?	lalahate	21
Naman	?	toknow,beknowledgeable	?	?	rongdur	19
DayakNgaju	?	he/she	?	?	iye	1
Nguna	?	one	?	?	sikai	1
Sisingga	?	fog	?	?	kasuku	12
Ilonggo	?	tosleep	?	?	magtulog	1
DayakNgaju	?	flower	?	?	kambang	21
MurnatenAlune	?	salt	?	?	tasie	20
Nggela	?	tokill	?	?	matea	1
Dobuan	?	person/humanbeing	?	?	tomota	1
Lau	?	wide	?	?	rereba	1
Alune	?	toclimb	?	?	sa	2
Mbaengguu	?	woman/female	?	?	kɛni	8
Sekar	?	tocry	?	?	tagis	1
Rarotongan	?	stick/wood	?	?	raakau	1
UveaEast	?	long	?	?	loa	12
Lengo	?	tovomit	?	?	lulua	8
Bajo	?	fifty	?	?	limempulu	1
Kwai	?	tocry	?	?	aŋi	1
Mamboru	?	tocount	?	?	kira	32
Buma	?	hair	?	?	viavia	21
RotiTermanuDialect	?	three	?	?	telu	1
LengoGhaimuta	?	tostand	?	?	tu	2
FutunaEast	?	year	?	?	tau	1
Nias	?	house	?	?	omo	1
Yakan	?	short	?	?	pandak	1
OldJavanese	?	louse	?	?	tuma	3
BanggaiWdialect	?	worm_earthworm	?	?	uloy	36
Babuza	?	road/path	?	?	tarran	1
SaipanCarolinian	?	eye	?	?	mesa	1
Vangunu	?	tobreathe	?	?	ziŋo	20
Ririo	?	toscratch	?	?	kikirak	15
EastSumbaneseKamberaSoutherndialect	?	painful,sick	?	?	hadu	4
Anakalang	?	toturn	?	?	hebut	7
Simbo	?	eight	?	?	alu	3
Sekar	?	moon	?	?	bunan	1
MonoAlu	?	tocut,hack	?	?	kɔputi	76
MonoAlu	?	tocut,hack	?	?	kavaki	71
Tongan	?	thatch/roof	?	?	ʔato	1
Kapampangan	?	old	?	?	matua	1
Toambaita	?	tofly	?	?	lofo	1
Bukat	?	father	?	?	amaʔ	1
Vitu	?	wing	?	?	banita	2
ApmaSuruMwerani	?	toturn	?	?	wuukak	5
SangirTabukangDialect	?	tofly	?	?	tɨlaq	26
IsnegDibagatKabugaoIsneg	?	fire	?	?	qapuy	1
MonoFauro	?	toliedown	?	?	eʔo	11
AmbrymSouthEast	?	sea	?	?	tas	1
Mokilese	?	sharp	?	?	iŋkɔŋ	14
KoronadalBlaan	?	tosew	?	?	tbel	26
Marquesan	?	tofear	?	?	haametau	1
WesternFijianNavosa	?	i	?	?	au	1
Bobot	?	at	?	?	ra	20
PuloAnna	?	water	?	?	sanʊ	1
TboliTagabili	?	when?	?	?	kilon	1
Tikopia	?	thou	?	?	koe	1
Tikopia	?	thou	?	?	kee	5
Kapampangan	?	fat/grease	?	?	tabaq	23
KaraWest	?	child	?	?	naruna	5
NorthBabar	?	father	?	?	davɛne	2
Buma	?	rat	?	?	uvilɔ	29
NehanHape	?	tothink	?	?	naman	28
BugineseSoppengDialect	?	fish	?	?	bale	23
TboliTagabili	?	this	?	?	laqan	1
Kaidipang	?	meat/flesh	?	?	sapu	29
LamaholotIleMandiriFloresTimur	?	towalk	?	?	pana	2
MarquesanNukuhivadialect	?	father	?	?	motua	9
TahitianModern	?	tocry	?	?	tai	1
Ogan	?	this	?	?	ini	1
Kwaio	?	man/male	?	?	wane	1
KaraWest	?	blood	?	?	diaina	1
Sekar	?	four	?	?	fat	1
Selaru	?	long	?	?	narnar	1
BabatanaAvaso	?	todig	?	?	para	9
Ilokano	?	wide	?	?	nalawa	1
Suau	?	eye	?	?	mata	1
Gabadi	?	four	?	?	vani	1
Itbayat	?	tosteal	?	?	takawen	1
Mota	?	tolaugh	?	?	mwarae	12
Gedaged	?	totieup,fasten	?	?	pau	11
Gedaged	?	totieup,fasten	?	?	puzi	18
KayanUmaJuman	?	wide	?	?	ayaʔ	1
Mortlockese	?	new	?	?	fe	1
Namakir	?	eye	?	?	mata	1
ProtoCentralMalayoPolynesian	?	at	?	?	di	20
PunanKelai	?	lightning	?	?	kelap	1
Yami	?	road/path	?	?	laɣan	1
Kove	?	tobreathe	?	?	uhu	45
Ibanag	?	onehundred	?	?	magatu	4
Emplawas	?	tolaugh	?	?	lɛmun	5
Ghari	?	you	?	?	iɣamu	1
FaganiRihua	?	person/humanbeing	?	?	ainini	10
Gapapaiwa	?	this	?	?	wen	1
Aiwoo	?	sea	?	?	nelo	6
Luqa	?	toliedown	?	?	kole	42
KallahanKeleyqiq	?	ear	?	?	tangilaq	1
SantaCatalina	?	tobreathe	?	?	manawa	1
Wuna	?	eye	?	?	mata	1
NgaiborSAru	?	year	?	?	narak	3
IlongotKakidugen	?	tofall	?	?	qɨlag	52
Seimat	?	tosleep	?	?	mati	1
Yogya	?	long	?	?	panjaŋ	24
Rarotongan	?	small	?	?	poto	10
Rarotongan	?	small	?	?	akariki/	66
BabatanaTunoe	?	person/humanbeing	?	?	mbose	12
Javanese	?	tosit	?	?	loŋguh	38
DaweraDaweloor	?	four	?	?	ath	1
Ponapean	?	tobite	?	?	ke	1
Megiar	?	husband	?	?	ivo/n	2
Megiar	?	husband	?	?	tulai	55
PuloAnna	?	moon	?	?	malama	7
Kwaio	?	wife	?	?	ʔafe	13
Kalagan	?	when?	?	?	kanu	10
Kiribati	?	tochew	?	?	mama	1
MelanauMukah	?	feather	?	?	bulew	1
Nukuoro	?	tosleep	?	?	moe	10
Kanakanabu	?	flower	?	?	buŋabuŋa	1
KwaraaeSolomonIslands	?	two	?	?	rua	1
EastMasela	?	who?	?	?	toi	4
Lungga	?	hair	?	?	pupuluna	31
Popalia	?	toyawn	?	?	momaʔa	1
IfiraMeleMeleFila	?	man/male	?	?	tamaaroa	10
IfiraMeleMeleFila	?	man/male	?	?	taane	11
Makassar	?	grass	?	?	rukuʔ	2
Singhi	?	mother	?	?	sine	1
ProtoCentralMalayoPolynesian	?	we	?	?	kita	1
ProtoCentralMalayoPolynesian	?	we	?	?	kami	2
Tunjung	?	narrow	?	?	səmpit	68
Buma	?	i	?	?	ene	17
AreareMaasupaVillage	?	nose	?	?	panona	12
Sikaiana	?	he/she	?	?	ia	1
ManoboWesternBukidnon	?	star	?	?	bituqɨn	1
TungagTungakLavongai	?	leg/foot	?	?	kak	1
IsnegDibagatKabugaoIsneg	?	nine	?	?	siyam	9
