ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	POPULATION_NAME	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID	TOKENS
882	Limbu	LIM	kir		limb1266	burn tr.	12	ha:mmaʔ, -ha:nd	haːmmaʔ	2609	2609:burn tr.	20	0		684	h aː m ◦ m a ʔ
883	Leqi	LEQ	bur		lash1243	burn tr.	12	ta̲:p.55	ta̲ːp⁵⁵	4341	4341:burn tr.	20	0		1113	t aː p ⁵⁵
884	Hakka	HKK	sino	Hakka	hakk1236	burn tr.	12	seu1 fo3	seu¹_fo³	2494	2494:burn tr.	20	0		620	s e u ¹ ◦ f o ³
885	Motuo-M	MOT	mot	Tibetan	dakp1242	burn tr.	12	der	der	1086	1086:burn tr.	20	0	Tawang Monpa, Dakpakha?	136	d e r
886	Tujia	TUJ	tujia	Tujia	nort2732	burn tr.	12	ta.1	ta¹	480	480:burn tr.	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	1345	t a ¹
887	Beijing	PEK	sino	CHB	mand1415	burn tr.	12	shāo 燒	shāo	2494	2494:burn tr.	20	0		620	sʰ aː o
888	Zhaba	ZHA	syc		zhab1238	burn tr.	12	mut.21	mut²¹	2609	2609:burn tr.	20	0	Stage 2	684	m u t ²¹
889	Yintale	YIN	kar	Karen	yint1235	burn tr.	12	shu.55 mi.44	shu⁵⁵_mi⁴⁴	1189	1189:burn tr.	20	0	Yintale Karen	175	sʰ u ⁵⁵ ◦ m i ⁴⁴
890	Jinuo	JIN	bur	Jinuo	youl1235	burn tr.	12	phu.42	phu⁴²	47	47:burn tr.	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	1342	pʰ u ⁴²
891	Namuzi	NAM	syc		namu1246	burn tr.	12	luo.31 nʒæ.35	luo³¹_nʒæ³⁵	1294	1294:burn tr.	20	0		219	l u o ³¹ ◦ n ◦ ʒ æ ³⁵
892	Xiaxe Tibetan	XIA	tib		amdo1237	burn tr.	12	mbar	mbar	442	442:burn tr.	20	0		1191	m b a r
893	Lüsu	LUS	syc		lisu1250	burn tr.	12	de.33 bær.53	de³³_bær⁵³	442	442:burn tr.	20	0		1191	d e ³³ ◦ b æ r ⁵³
894	Yimchunrü	YIM	naga	Naga (Ao_Naga)	yimc1240	burn tr.	12	atak	atak	480	480:burn tr.	20	0	Naga Yimchungru	1345	a ◦ t a k
895	Liangmai	LIA	naga		lian1251	burn tr.	12	ntoh	ntoh	1170	1170:burn tr.	20	0		170	n t o h
896	Dimasa	DIM	bodo		dima1251	burn tr.	12	sao	sao	1170	1170:burn tr.	20	0		170	s a o
897	Yeinbaw	YEI	kar	Karen	yinb1236	burn tr.	12	cụ.22 kại.22	cụ²²_kại²²	1170	1170:burn tr.	20	0	Yinbaw Karen	170	ts ṵ ²² ◦ k a̰ i ²²
898	N-Qiang	QIA	syc		nort2722	burn tr.	12	dɛ wu	dɛ_wu	1086	1086:burn tr.	20	0	Stage 2	136	d ɛ _ w u
899	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	burn tr.	12	khɨ.55	khɨ⁵⁵	2656	2656:burn tr.	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	701	kʰ ɨ ⁵⁵
900	Zeme	ZEM	naga		zeme1240	burn tr.	12	ru	ru	699	699:burn tr.	20	0		1444	r u
901	Jingpo	JNP	jnp		kach1280	burn tr.	12	wut.31	wut³¹	2609	2609:burn tr.	20	0	Jinghpaw; Stage 2	684	w u t ³¹
902	Fuzhou	FUZ	sino	Han	mind1253	burn tr.	12	siu55	siu⁵⁵	2494	2494:burn tr.	20	0		620	s i u ⁵⁵
903	Burmese	WRB	bur	Burmese	nucl1310	burn tr.	12	mi: hrui	miː_hrui	699	699:burn tr.	20	0		1444	m iː _ h r u i
904	Horpa	DAO	syc		horp1239	burn tr.	12	[bə] rjɛ	_rjɛ	1294	1294:burn tr.	20	0		219	r j ɛ
905	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	burn tr.	12	aroŋ	aroŋ	674	674:burn tr.	20	0	Naga Ao	1436	a ◦ r o ŋ
906	Padam	PAD	tani		pada1257	burn tr.	12	uk	uk	2003	2003:burn tr.	19	0		482	u k
907	Bola	BOL	bur		pela1242	burn tr.	12	tɛʔ.31	tɛʔ³¹	480	480:burn tr.	20	0		1345	t ɛ ʔ ³¹
908	Guiqiong	GUI	syc		guiq1238	burn tr.	12	lə.35	lə³⁵	1818	1818:burn tr.	20	0		416	l ə ³⁵
909	Gangte	GAN	chin		gang1266	burn tr.	12	hal	hal	2656	2656:burn tr.	20	0		701	h a l
910	Pochuri	POC	naga		poch1243	burn tr.	12	co	co	1170	1170:burn tr.	20	0		170	ts o
911	Zeme	ZEM	naga		zeme1240	burn tr.	12	tei	tei	2702	2702:burn tr.	20	0		730	t e i
912	Quueyu	QUE	syc		quey1238	claw(nail)	13	ṣcɛ.13 ćni.5	ṣcɛ¹³_ćni⁵	1497	1497:claw(nail)	20	0		287	ʂ ts ɛ ¹³ ◦ tsʲ n i ⁵
913	Dhimal	DHI	dhim		dhim1246	claw(nail)	13	khur=siŋ	khursiŋ	1497	1497:claw(nail)	20	0		287	kʰ u r ◦ s i ŋ
914	Apatari	APA	tani		apat1240	claw(nail)	13	lɨhiŋ	lɨhiŋ	1497	1497:claw(nail)	20	0		287	l ɨ ◦ h i ŋ
916	Jirel	JIR	tib		jire1238	claw(nail)	13	ser. T1=muk. T1	ser_T¹muk_T¹	1497	1497:claw(nail)	20	0		287	s e r _ ¹ ◦ m u k _ ¹
917	Old Chinese	OCH	sino	Han	oldc1244	claw(nail)	13	ćūʔ (-r-) 爪	ćūʔ_	4550	4550:claw(nail)	-10	0		1291	tsʲ uː ʔ
918	Idu	IDU	idu		idum1241	claw(nail)	13	a.1 huŋ.1 koŋ.2	a¹_huŋ¹_koŋ²	4354	4354:claw(nail)	20	0		1128	a ¹ ◦ h u ŋ ¹ ◦ k o ŋ ²
919	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	claw(nail)	13	yiŋ-kyep	yiŋ-kyep	1497	1497:claw(nail)	20	0	Naga Lotha	287	y i ŋ + k y e p
920	Lushai	LSH	chin		lush1249	claw(nail)	13	tin	tin	1497	1497:claw(nail)	20	0		287	t i n
921	Lepcha	LEP	lep		lepc1244	claw(nail)	13	pŭn-či	pŭn-či	4462	4462:claw(nail)	20	0		1212	p u n + tʃ i
922	Sgaw	SGO	kar	Karen	sgaw1245	claw(nail)	13	mẽʔ.53	mẽʔ⁵³	2703	2703:claw(nail)	20	0		731	m ẽ ∼ ʔ ⁵³
923	Rourou	ROU	nung		nusu1239	claw(nail)	13	[lou.42] se.31	_se³¹	1497	1497:claw(nail)	20	0		287	s e ³¹
924	Khezhama	KHE	naga		khez1235	claw(nail)	13	bacɨ	bacɨ	1497	1497:claw(nail)	20	0		287	b a ◦ ts ɨ
925	Dulong	DUL	trun		drun1238	claw(nail)	13	ńɨ:l.55	ńɨːl⁵⁵	4028	4028:claw(nail)	20	0		899	nʲ ɨː l ⁵⁵
926	Tangkul	TAN	naga		tang1336	claw(nail)	13	ašo	ašo	1497	1497:claw(nail)	20	0		287	a ◦ ʃ o
927	Pa'O	PAO	kar	Karen	paok1235	claw(nail)	13	cu.33 mi.33	cu³³_mi³³	2703	2703:claw(nail)	20	0		731	ts u ³³ ◦ m i ³³
928	Yamphu	YAM	kir		yamp1242	claw(nail)	13	semdumma	semdumma	1497	1497:claw(nail)	20	0		287	s e m ◦ d u m ◦ m a
929	Kulung	KUL	kir		kulu1253	claw(nail)	13	sen	sen	1497	1497:claw(nail)	20	0		287	s e n
930	Geker	GEK	kar	Karen	geko1235	claw(nail)	13	ḍʒɨ.11 mə.44 b	ḍʒɨ¹¹_mə⁴⁴_b	2703	2703:claw(nail)	20	0	Geko Karen?	731	ɖʐ ɨ ¹¹ ◦ m ə ⁴⁴ ◦ b
931	Ersu	ERS	syc		ersu1241	claw(nail)	13	lɛ.33 ʒɨ.55	lɛ³³_ʒɨ⁵⁵	1497	1497:claw(nail)	20	0		287	l ɛ ³³ ◦ ʒ ɨ ⁵⁵
932	Ao-Mongsen	AOM	naga	Naga (Ao_Naga)	mong1332	claw(nail)	13	tɨme=cɨ	tɨmecɨ	1497	1497:claw(nail)	20	0	Naga Ao	287	t ɨ ◦ m e ◦ ts ɨ
933	Sherpa	SHE	tib	Sherpa	sher1255	claw(nail)	13	ser=mu.HF	sermuHF	1497	1497:claw(nail)	20	0	Solu-Khumbu Sherpa	287	s e r ◦ m u
934	Rawang	RAW	trun		rawa1265	claw(nail)	13	ńin	ńin	4028	4028:claw(nail)	20	0		899	nʲ i n
935	Wancho	WAN	knyk		wanc1238	claw(nail)	13	chakin	chakin	1497	1497:claw(nail)	20	0		287	tsʰ a ◦ k i n
936	Bokar	BOK	tani		bori1243	claw(nail)	13	lu gin  < *lak-	lu_gin__<_*lak	1497	1497:claw(nail)	20	0	Stage 2	287	l u + g i n
937	Rabha	RAB	bodo		rabh1238	claw(nail)	13	cá-ca-kor	cá-ca-kor	2362	2362:claw(nail)	20	0		590	ts a + ts a + k o r
938	Hmar	HMA	chin		hmar1241	claw(nail)	13	tin	tin	1497	1497:claw(nail)	20	0		287	t i n
939	Nusu	NUS	nung		nusu1239	claw(nail)	13	[la.42] sə̃r.55	_sə̃r⁵⁵	1497	1497:claw(nail)	20	0	Stage 2	287	s ə̃ ◦ ∼ r ⁵⁵
940	Geba	GEB	kar	Karen	geba1237	claw(nail)	13	kəsɨ.33ṭi.44 mi	kəsɨ³³ṭi⁴⁴_mi	2703	2703:claw(nail)	20	0		731	k ə ◦ s ɨ ³³ ◦ ʈ i ⁴⁴ ◦ m i
941	Manu	MNU	kar	Karen	manu1255	claw(nail)	13	khɔ.44 mụ.11 b	khɔ⁴⁴_mụ¹¹_b	2703	2703:claw(nail)	20	0	Manumanaw Karen	731	kʰ ɔ ⁴⁴ ◦ m ṵ ¹¹ ◦ b
942	Alike Tibetan	ALI	tib		amdo1237	claw(nail)	13	shen mo	shen_mo	1497	1497:claw(nail)	20	0		287	sʰ e n _ m o
943	Shixing	SHI	syc		shix1238	claw(nail)	13	lie.33 c̣ɛ̃.35	lie³³_c̣ɛ̃³⁵	1497	1497:claw(nail)	20	0		287	l i e ³³ ◦ tʂ ɛ̃ ∼ ³⁵
944	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	claw(nail)	13	[kv.33] c̣ɨ.13	_c̣ɨ¹³	1497	1497:claw(nail)	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	287	tʂ ɨ ¹³
945	Khaling	KLN	kir		khal1275	claw(nail)	13	sendü. L	sendü_L	1497	1497:claw(nail)	20	0		287	s e n ◦ d y _
946	Langsu-Maru	LAN	bur		maru1249	claw(nail)	13	[lɔʔ.31] saŋ.35	_saŋ³⁵	1497	1497:claw(nail)	20	0		287	s a ŋ ³⁵
947	W. Kayah	KYH	kar	Karen	west2409	claw(nail)	13	kənɔ.33 ba.11	kənɔ³³_ba¹¹	350	350:claw(nail)	20	0	Kayah Western	869	k ə ◦ n ɔ ³³ ◦ b a ¹¹
948	Written Tibetan	WRT	tib	Tibetan	tibe1272	claw(nail)	13	sen mo	sen_mo	1497	1497:claw(nail)	20	0		287	s e n _ m o
949	Nishi	NIS	tani	Nysha	nisi1238	claw(nail)	13	ləsiŋ	ləsiŋ	1497	1497:claw(nail)	20	0	Nisi?	287	l ə ◦ s i ŋ
950	Batang Tibetan	BAT	tib		kham1282	claw(nail)	13	she.55 mo.55	she⁵⁵_mo⁵⁵	1497	1497:claw(nail)	20	0		287	sʰ e ⁵⁵ ◦ m o ⁵⁵
951	Dumi	DUM	kir		dumi1241	claw(nail)	13	syendi	syendi	1497	1497:claw(nail)	20	0		287	s y e n ◦ d i
952	Gurung	GUR	gur		guru1261	claw(nail)	13	chĩ.1	chĩ¹	1497	1497:claw(nail)	20	0		287	tsʰ ĩ ∼ ¹
953	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	claw(nail)	13	sẽ.55 mo.55	sẽ⁵⁵_mo⁵⁵	1497	1497:claw(nail)	20	0		287	s ẽ ∼ ⁵⁵ ◦ m o ⁵⁵
954	Garo	GAR	bodo	Garo	garo1247	claw(nail)	13	jaskil	jaskil	2362	2362:claw(nail)	20	0		590	j a s ◦ k i l
955	Hill-Miri	HIL	tani	Nysha	nyis1236	claw(nail)	13	leksin	leksin	1497	1497:claw(nail)	20	0		287	l e ◦ k s i n
956	Limbu	LIM	kir		limb1266	claw(nail)	13	sɛndhuk, sɛnduk	sɛndhuk	1497	1497:claw(nail)	20	0		287	s ɛ n ◦ d h u k
957	Upper-Bangni	UBA	tani		bang1338	claw(nail)	13	le=šiŋ	lešiŋ	1497	1497:claw(nail)	20	0		287	l e ◦ ʃ i ŋ
958	Leqi	LEQ	bur		lash1243	claw(nail)	13	[lɔʔ.31]sə̲ŋ.55	sə̲ŋ⁵⁵	1497	1497:claw(nail)	20	0		287	s ə ŋ ⁵⁵
959	Hakka	HKK	sino	Hakka	hakk1236	claw(nail)	13	gap5 (su3 z3 gap5)	gap⁵_	2545	2545:claw(nail)	20	0		644	g a p ⁵
960	Motuo-M	MOT	mot	Tibetan	dakp1242	claw(nail)	13	chiŋ naŋ	chiŋ_naŋ	1497	1497:claw(nail)	20	0	Tawang Monpa, Dakpakha?	287	tsʰ i ŋ _ n a ŋ
961	Tujia	TUJ	tujia	Tujia	nort2732	claw(nail)	13	kho.1 tha.1	kho¹_tha¹	4532	4532:claw(nail)	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	1272	kʰ o ¹ ◦ tʰ a ¹
962	Beijing	PEK	sino	CHB	mand1415	claw(nail)	13	zhī=jia 指甲	zhījia	2545	2545:claw(nail)	20	0		644	z h iː ◦ j i a
963	Zhaba	ZHA	syc		zhab1238	claw(nail)	13	[loʔ.21] siŋ.21	_siŋ²¹	1497	1497:claw(nail)	20	0	Stage 2	287	s i ŋ ²¹
964	Kaike	KAY	kay		kaik1246	claw(nail)	13	sɔrmy	sɔrmy	1497	1497:claw(nail)	20	0		287	s ɔ r ◦ m y
965	Yintale	YIN	kar	Karen	yint1235	claw(nail)	13	mein.33	mein³³	2703	2703:claw(nail)	20	0	Yintale Karen	731	m e i n ³³
966	Jinuo	JIN	bur	Jinuo	youl1235	claw(nail)	13	[la.55] sə.44	_sə⁴⁴	1497	1497:claw(nail)	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	287	s ə ⁴⁴
967	Serdukpen	SER	sul		sher1257	claw(nail)	13	ik-ciŋ	ik-ciŋ	1497	1497:claw(nail)	20	0	Stage 2	287	i k + ts i ŋ
968	Namuzi	NAM	syc		namu1246	claw(nail)	13	le.33 ńi.35 c	le³³_ńi³⁵_c	1497	1497:claw(nail)	20	0		287	l e ³³ ◦ nʲ i ³⁵ ◦ ts
969	Xiaxe Tibetan	XIA	tib		amdo1237	claw(nail)	13	shen mo	shen_mo	1497	1497:claw(nail)	20	0		287	sʰ e n _ m o
970	Lüsu	LUS	syc		lisu1250	claw(nail)	13	le.33 ca.53	le³³_ca⁵³	1497	1497:claw(nail)	20	0		287	l e ³³ ◦ ts a ⁵³
971	Dimasa	DIM	bodo		dima1251	claw(nail)	13	jaosugur	jaosugur	2362	2362:claw(nail)	20	0		590	j a o ◦ s u ◦ g u r
972	Yeinbaw	YEI	kar	Karen	yinb1236	claw(nail)	13	cə-mị.33	cə-mị³³	2703	2703:claw(nail)	20	0	Yinbaw Karen	731	ts ə + m ḭ ³³
973	N-Qiang	QIA	syc		nort2722	claw(nail)	13	[ɣdʒə] si	_si	1497	1497:claw(nail)	20	0	Stage 2	287	s i
974	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	claw(nail)	13	[la.33] cɨ.31	_cɨ³¹	1497	1497:claw(nail)	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	287	ts ɨ ³¹
975	Zeme	ZEM	naga		zeme1240	claw(nail)	13	penchin	penchin	1497	1497:claw(nail)	20	0		287	p e n ◦ tsʰ i n
976	Jingpo	JNP	jnp		kach1280	claw(nail)	13	lə.31 mjin.33	lə³¹_mjin³³	2703	2703:claw(nail)	20	0	Jinghpaw; Stage 2	731	l ə ³¹ ◦ m j i n ³³
977	Bodo	BOD	bodo		bodo1269	claw(nail)	13	asi=kur	asikur	2362	2362:claw(nail)	20	0		590	a ◦ s i ◦ k u r
978	Fuzhou	FUZ	sino	Han	mind1253	claw(nail)	13	kak23 (cieŋ55 ŋak23)	kak²³_	2545	2545:claw(nail)	20	0		644	k a k ² ◦ ³
979	Burmese	WRB	bur	Burmese	nucl1310	claw(nail)	13	[lak] sań:	_sańː	1497	1497:claw(nail)	20	0		287	s a nːʲ
980	Horpa	DAO	syc		horp1239	claw(nail)	13	lʒə	lʒə	1497	1497:claw(nail)	20	0		287	l ʒ ə
981	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	claw(nail)	13	teme-ʒɨŋ	teme-ʒɨŋ	1497	1497:claw(nail)	20	0	Naga Ao	287	t e ◦ m e + ʒ ɨ ŋ
982	Padam	PAD	tani		pada1257	claw(nail)	13	la:g-yin	laːg-yin	1497	1497:claw(nail)	19	0		287	l aː g + y i n
983	Bola	BOL	bur		pela1242	claw(nail)	13	[laʔ.31]saŋ.35	saŋ³⁵	1497	1497:claw(nail)	20	0		287	s a ŋ ³⁵
984	Guiqiong	GUI	syc		guiq1238	claw(nail)	13	kue.33 śɛ.53	kue³³_śɛ⁵³	1497	1497:claw(nail)	20	0		287	k u e ³³ ◦ sʲ ɛ ⁵³
985	Shixing	SHI	syc		shix1238	cloud	14	ći.55 rã.33	ći⁵⁵_rã³³	1302	1302:cloud	20	0		223	tsʲ i ⁵⁵ ◦ r ã ∼ ³³
986	Quueyu	QUE	syc		quey1238	cloud	14	ćtie.55	ćtie⁵⁵	468	468:cloud	20	0		1335	tsʲ t i e ⁵⁵
987	Dhimal	DHI	dhim		dhim1246	cloud	14	badel  < NPL	badel__<_NPL	-1	-1-11	20	1		7	b a ◦ d e l
988	Apatari	APA	tani		apat1240	cloud	14	ʒómɨ	ʒómɨ	156	156:cloud	20	0		322	ʒ o ◦ m ɨ
989	Jianchuan Bai	BAI	sino		jian1239	cloud	14	ŋü7	ŋü⁸	2021	2021:cloud	20	0		489	ŋ y
990	Jirel	JIR	tib		jire1238	cloud	14	muk. L1=pa. T1	muk_L¹pa_T¹	156	156:cloud	20	0		322	m u k _ ¹ ◦ p a _ ¹
991	Old Chinese	OCH	sino	Han	oldc1244	cloud	14	u̯hən 雲	u̯hən	2021	2021:cloud	-10	0		489	w h ə n
992	Idu	IDU	idu		idum1241	cloud	14	a.1 mu.1	a¹_mu¹	142	142:cloud	20	0		260	a ¹ ◦ m u ¹
993	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	cloud	14	elo:k	eloːk	4034	4034:cloud	20	0	Naga Lotha	903	e ◦ l oː k
994	Lushai	LSH	chin		lush1249	cloud	14	chhu:m	chhuːm	468	468:cloud	20	0		1335	tʃʰ uː m
995	Lepcha	LEP	lep		lepc1244	cloud	14	byoŋ	byoŋ	218	218:cloud	20	0		540	b y o ŋ
996	Sgaw	SGO	kar	Karen	sgaw1245	cloud	14	t̯a.33 ʔə̃ʔ.53	t̯a³³_ʔə̃ʔ⁵³	2021	2021:cloud	20	0		489	ʈ a ³³ ◦ ʔ ə̃ ∼ ʔ ⁵³
997	Rourou	ROU	nung		nusu1239	cloud	14	ćiæ̃.55	ćiæ̃⁵⁵	1237	1237:cloud	20	0		206	tʃ i æ̃ ⁵⁵
998	Chokri	CHO	naga		chok1243	cloud	14	kɨmhɨ	kɨmhɨ	162	162:cloud	20	0		349	k ɨ ◦ mʰ ɨ
999	Khezhama	KHE	naga		khez1235	cloud	14	kemhou	kemhou	162	162:cloud	20	0		349	k e ◦ mʰ o u
1000	Dulong	DUL	trun		drun1238	cloud	14	rɨ.31 mɨ̆t.55	rɨ³¹_mɨ̆t⁵⁵	168	168:cloud	20	0		371	r ɨ ³¹ ◦ m ɨ t ⁵⁵
1001	Tangkul	TAN	naga		tang1336	cloud	14	mui=ya	muiya	115	115:cloud	20	0		169	m u i y a
1002	Pa'O	PAO	kar	Karen	paok1235	cloud	14	mouʔ.55 ʔe.44	mouʔ⁵⁵_ʔe⁴⁴	2021	2021:cloud	20	0		489	m o u ʔ ⁵⁵ ◦ ʔ e ⁴⁴
1003	Yamphu	YAM	kir		yamp1242	cloud	14	khimmiʔma	khimmiʔma	2119	2119:cloud	20	0		516	kʰ i m ◦ m i ◦ ʔ m a
1004	Kulung	KUL	kir		kulu1253	cloud	14	mɔm	mɔm	156	156:cloud	20	0		322	m ɔ m
1005	Geker	GEK	kar	Karen	geko1235	cloud	14	đɨʔ.53 ʔu.53	đɨʔ⁵³_ʔu⁵³	2021	2021:cloud	20	0	Geko Karen?	489	ð ɨ ʔ ⁵³ ◦ ʔ u ⁵³
1006	Ersu	ERS	syc		ersu1241	cloud	14	cɛ.55	cɛ⁵⁵	1302	1302:cloud	20	0		223	ts ɛ ⁵⁵
1007	Phom	PHO	knyk		phom1236	cloud	14	phum	phum	2704	2704:cloud	20	0		732	pʰ u m
1008	Ao-Mongsen	AOM	naga	Naga (Ao_Naga)	mong1332	cloud	14	cuŋ=miluŋ	cuŋmiluŋ	1824	1824:cloud	20	0	Naga Ao	417	ts u ŋ ◦ m i ◦ l u ŋ
1009	Sherpa	SHE	tib	Sherpa	sher1255	cloud	14	muk=pɛ.HF	mukpɛHF	156	156:cloud	20	0	Solu-Khumbu Sherpa	322	m u k ◦ p ɛ
1010	Rawang	RAW	trun		rawa1265	cloud	14	rəmit	rəmit	168	168:cloud	20	0		371	r ə ◦ m i t
1011	Wancho	WAN	knyk		wanc1238	cloud	14	raŋ=šai	raŋšai	1209	1209:cloud	20	0		192	r a ŋ ◦ ʃ a i
1012	Bokar	BOK	tani		bori1243	cloud	14	daŋ muk	daŋ_muk	156	156:cloud	20	0	Stage 2	322	d a ŋ _ m u k
1013	Rabha	RAB	bodo		rabh1238	cloud	14	raŋ-khop	raŋ-khop	727	727:cloud	20	0		1457	r a ŋ + kʰ o p
1014	Hmar	HMA	chin		hmar1241	cloud	14	su:m	suːm	468	468:cloud	20	0		1335	s uː m
1015	Nusu	NUS	nung		nusu1239	cloud	14	c̣huẽ.31 mɔ.5	c̣huẽ³¹_mɔ⁵	1237	1237:cloud	20	0	Stage 2	206	tʂʰ u ẽ ∼ ³¹ ◦ m ɔ ⁵
1016	Geba	GEB	kar	Karen	geba1237	cloud	14	t̯ɛ.22 ṭo.22 b̄	t̯ɛ²²_ṭo²²_b̄	4514	4514:cloud	20	0		1255	ʈ ɛ ²² ◦ ʈ o ²² ◦ b̄
1017	Manu	MNU	kar	Karen	manu1255	cloud	14	pu.22 u.33 lụ.	pu²²_u³³_lụ	2021	2021:cloud	20	0	Manumanaw Karen	489	p u ²² ◦ u ³³ ◦ l ṵ
1018	Alike Tibetan	ALI	tib		amdo1237	cloud	14	wćən	wćən	644	644:cloud	20	0		1422	w tsʲ ə n
1019	Shixing	SHI	syc		shix1238	cloud	14	ći.55 rã.33	ći⁵⁵_rã³³	644	644:cloud	20	0		1422	tsʲ i ⁵⁵ ◦ r ã ∼ ³³
1020	Aka	AKA	aka		akha1245	cloud	14	mum	mum	142	142:cloud	20	0		260	m u m
1021	Nocte	NOC	knyk		noct1238	cloud	14	phuam	phuam	2704	2704:cloud	20	0		732	pʰ u a m
1022	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	cloud	14	ći.31	ći³¹	1209	1209:cloud	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	192	tsʲ i ³¹
1023	Khaling	KLN	kir		khal1275	cloud	14	köm.H	kömH	2119	2119:cloud	20	0		516	k ö m
1024	Langsu-Maru	LAN	bur		maru1249	cloud	14	tʃa̲m.31 thɔi.	tʃa̲m³¹_thɔi	1237	1237:cloud	20	0		206	tʃ a̰ m ³¹ ◦ tʰ ɔ i
1025	W. Kayah	KYH	kar	Karen	west2409	cloud	14	ɔ.55 lɨə̣.44	ɔ⁵⁵_lɨə̣⁴⁴	2021	2021:cloud	20	0	Kayah Western	489	ɔ ⁵⁵ ◦ l ɨ ə̰ ⁴⁴
1026	Written Tibetan	WRT	tib	Tibetan	tibe1272	cloud	14	sprin	sprin	644	644:cloud	20	0		1422	s p r i n
1027	Nishi	NIS	tani	Nysha	nisi1238	cloud	14	domə	domə	156	156:cloud	20	0	Nisi?	322	d o ◦ m ə
1028	Batang Tibetan	BAT	tib		kham1282	cloud	14	ći.55	ći⁵⁵	644	644:cloud	20	0		1422	tsʲ i ⁵⁵
1029	Dumi	DUM	kir		dumi1241	cloud	14	[kɨ́=]hɨm	hɨm	2119	2119:cloud	20	0		516	h ɨ m
1030	Gurung	GUR	gur		guru1261	cloud	14	nxã:m.3=ʒyo	nxãːm³ʒyo	1302	1302:cloud	20	0		223	n x ãː m ³ ◦ ʒ y o
1031	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	cloud	14	ćĩ.55 pə.55	ćĩ⁵⁵_pə⁵⁵	644	644:cloud	20	0		1422	tsʲ ĩ ∼ ⁵⁵ ◦ p ə ⁵⁵
1032	Garo	GAR	bodo	Garo	garo1247	cloud	14	aram	aram	727	727:cloud	20	0		1457	a ◦ r a m
1033	Hill-Miri	HIL	tani	Nysha	nyis1236	cloud	14	dumuk	dumuk	156	156:cloud	20	0		322	d u ◦ m u k
1034	Limbu	LIM	kir		limb1266	cloud	14	kha:pmi:	khaːpmiː	2119	2119:cloud	20	0		516	kʰ aː ◦ p m iː
1035	Upper-Bangni	UBA	tani		bang1338	cloud	14	dome	dome	156	156:cloud	20	0		322	d o ◦ m e
1036	Leqi	LEQ	bur		lash1243	cloud	14	cɔ̲m.55 mou.55	cɔ̲m⁵⁵_mou⁵⁵	1237	1237:cloud	20	0		206	ts ɔ̰ m ⁵⁵ ◦ m o u ⁵⁵
1037	Hakka	HKK	sino	Hakka	hakk1236	cloud	14	iun2	iun²	2021	2021:cloud	20	0		489	i u n ²
1038	Motuo-M	MOT	mot	Tibetan	dakp1242	cloud	14	muk pa	muk_pa	156	156:cloud	20	0	Tawang Monpa, Dakpakha?	322	m u k _ p a
1039	Tujia	TUJ	tujia	Tujia	nort2732	cloud	14	mɨe.3 la.1 ɣoŋ.	mɨe³_la¹_ɣoŋ	644	644:cloud	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	1422	m ɨ e ³ ◦ l a ¹ ◦ ɣ o ŋ
1040	Beijing	PEK	sino	CHB	mand1415	cloud	14	yún 雲	yún	2021	2021:cloud	20	0		489	y u n
1041	Zhaba	ZHA	syc		zhab1238	cloud	14	mu̲t.55 mau.55	mu̲t⁵⁵_mau⁵⁵	168	168:cloud	20	0	Stage 2	371	m u t ⁵⁵ ◦ m a u ⁵⁵
1042	Kaike	KAY	kay		kaik1246	cloud	14	nɔmle	nɔmle	4031	4031:cloud	20	0		901	n ɔ ◦ m l e
1043	Yintale	YIN	kar	Karen	yint1235	cloud	14	kan.33 ʔuŋ.55	kan³³_ʔuŋ⁵⁵	2021	2021:cloud	20	0	Yintale Karen	489	k a n ³³ ◦ ʔ u ŋ ⁵⁵
1044	Jinuo	JIN	bur	Jinuo	youl1235	cloud	14	m.42 tɛ.44	m⁴²_tɛ⁴⁴	468	468:cloud	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	1335	m ⁴² ◦ t ɛ ⁴⁴
